Name,PD Notation,Alexander,Jones,Conway,Kauffman,HOMFLY
9_21,[[2;7;3;8];[4;13;5;14];[6;15;7;16];[8;12;9;11];[10;17;11;18];[12;5;13;6];[14;3;15;4];[16;2;17;1];[18;9;1;10]],2-11*t+17*t^2-11*t^3+2*t^4,-t^(-8)+ 2*t^(-7)-4*t^(-6)+ 6*t^(-5)-7*t^(-4)+ 8*t^(-3)-6*t^(-2)+ 5*t^(-1)-3+ t,1+3*z^2-2*z^4,(-a^2-a^6-a^8)*z^(0)+(-a^3-3*a^5+2*a^9)*z^(1)+(-1+3*a^2+6*a^4+5*a^6+3*a^8)*z^(2)+(-4*a+2*a^3+9*a^5-3*a^9)*z^(3)+(1-6*a^2-9*a^4-7*a^6-5*a^8)*z^(4)+(3*a-3*a^3-10*a^5-3*a^7+a^9)*z^(5)+(4*a^2+4*a^4+2*a^6+2*a^8)*z^(6)+(3*a^3+5*a^5+2*a^7)*z^(7)+(a^4+a^6)*z^(8),(-v^(-8)+v^(-6)+v^(-2))+(2*v^(-6)+1)*z^2+(-v^(-4)-v^(-2))*z^4
9_22,[[1;7;2;6];[3;8;4;9];[5;14;6;15];[7;11;8;10];[9;2;10;3];[11;17;12;16];[13;1;14;18];[15;4;16;5];[17;13;18;12]],1-5*t+10*t^2-11*t^3+10*t^4-5*t^5+t^6,t^(-3)-2*t^(-2)+ 4*t^(-1)-6+ 7*t-7*t^2+ 7*t^3-5*t^4+ 3*t^5-t^6,1-z^2+z^4+z^6,(-a^(-4)-4*a^(-2)-4-2*a^2)*z^(0)+(a^(-5)+a^(-3)-2*a^(-1)-2*a)*z^(1)+(-a^(-6)+5*a^(-4)+17*a^(-2)+16+5*a^2)*z^(2)+(a^(-7)-4*a^(-5)-2*a^(-3)+10*a^(-1)+7*a)*z^(3)+(3*a^(-6)-9*a^(-4)-23*a^(-2)-15-4*a^2)*z^(4)+(5*a^(-5)-4*a^(-3)-16*a^(-1)-7*a)*z^(5)+(6*a^(-4)+7*a^(-2)+2+a^2)*z^(6)+(4*a^(-3)+6*a^(-1)+2*a)*z^(7)+(a^(-2)+1)*z^(8),(2*v^(-2)-4+4*v^2-v^4)+(v^(-2)-6+6*v^2-2*v^4)*z^2+(-2+4*v^2-v^4)*z^4+v^2*z^6
9_23,[[2;16;3;15];[4;12;5;11];[6;4;7;3];[8;18;9;17];[10;14;11;13];[12;6;13;5];[14;8;15;7];[16;2;17;1];[18;10;1;9]],4-11*t+15*t^2-11*t^3+4*t^4,t^2-2*t^3+ 5*t^4-6*t^5+ 8*t^6-8*t^7+ 6*t^8-5*t^9+ 3*t^10-t^11,1+5*z^2+4*z^4,(-2*a^(-8)-2*a^(-6)+a^(-4))*z^(0)+(a^(-13)+a^(-11)+4*a^(-9)+4*a^(-7))*z^(1)+(3*a^(-12)+3*a^(-10)+6*a^(-8)+4*a^(-6)-2*a^(-4))*z^(2)+(-2*a^(-13)-2*a^(-9)-6*a^(-7)-2*a^(-5))*z^(3)+(-7*a^(-12)-10*a^(-10)-8*a^(-8)-4*a^(-6)+a^(-4))*z^(4)+(a^(-13)-5*a^(-11)-6*a^(-9)+2*a^(-7)+2*a^(-5))*z^(5)+(3*a^(-12)+4*a^(-10)+4*a^(-8)+3*a^(-6))*z^(6)+(3*a^(-11)+5*a^(-9)+2*a^(-7))*z^(7)+(a^(-10)+a^(-8))*z^(8),(v^4+2*v^6-2*v^8)+(2*v^4+4*v^6-v^10)*z^2+(v^4+2*v^6+v^8)*z^4
9_24,[[1;13;2;12];[3;7;4;6];[5;1;6;18];[7;14;8;15];[9;16;10;17];[11;3;12;2];[13;10;14;11];[15;8;16;9];[17;5;18;4]],1-5*t+10*t^2-13*t^3+10*t^4-5*t^5+t^6,t^(-4)-3*t^(-3)+ 5*t^(-2)-7*t^(-1)+ 8-7*t+ 7*t^2-4*t^3+ 2*t^4-t^5,1+z^2-z^4-z^6,(-2*a^(-4)-5*a^(-2)-3-a^2)*z^(0)+(2*a^(-5)+3*a^(-3)+2*a^(-1)+2*a+a^3)*z^(1)+(4*a^(-4)+10*a^(-2)+9+2*a^2-a^4)*z^(2)+(-3*a^(-5)-3*a^(-3)+a^(-1)-3*a-4*a^3)*z^(3)+(-5*a^(-4)-10*a^(-2)-11-5*a^2+a^4)*z^(4)+(a^(-5)-2*a^(-3)-7*a^(-1)-a+3*a^3)*z^(5)+(2*a^(-4)+3*a^(-2)+5+4*a^2)*z^(6)+(2*a^(-3)+5*a^(-1)+3*a)*z^(7)+(a^(-2)+1)*z^(8),(v^(-2)-3+5*v^2-2*v^4)+(2*v^(-2)-6+6*v^2-v^4)*z^2+(v^(-2)-4+2*v^2)*z^4-z^6
9_25,[[2;10;3;9];[4;17;5;18];[6;12;7;11];[8;4;9;3];[10;14;11;13];[12;8;13;7];[14;2;15;1];[16;5;17;6];[18;16;1;15]],3-12*t+17*t^2-12*t^3+3*t^4,t^(-1)-2+ 5*t-7*t^2+ 8*t^3-8*t^4+ 7*t^5-5*t^6+ 3*t^7-t^8,1-3*z^4,(-a^(-8)-3*a^(-6)-3*a^(-4)-a^(-2)+1)*z^(0)+(a^(-9)+a^(-7)-a^(-5)-a^(-3))*z^(1)+(4*a^(-8)+13*a^(-6)+13*a^(-4)+2*a^(-2)-2)*z^(2)+(-2*a^(-9)-2*a^(-7)+5*a^(-5)+3*a^(-3)-2*a^(-1))*z^(3)+(-7*a^(-8)-18*a^(-6)-15*a^(-4)-3*a^(-2)+1)*z^(4)+(a^(-9)-4*a^(-7)-10*a^(-5)-3*a^(-3)+2*a^(-1))*z^(5)+(3*a^(-8)+6*a^(-6)+6*a^(-4)+3*a^(-2))*z^(6)+(3*a^(-7)+6*a^(-5)+3*a^(-3))*z^(7)+(a^(-6)+a^(-4))*z^(8),(1+v^2-3*v^4+3*v^6-v^8)+(1-4*v^4+3*v^6)*z^2+(-v^2-2*v^4)*z^4
9_26,[[2;10;3;9];[4;11;5;12];[6;17;7;18];[8;15;9;16];[10;14;11;13];[12;3;13;4];[14;2;15;1];[16;5;17;6];[18;7;1;8]],1-5*t+11*t^2-13*t^3+11*t^4-5*t^5+t^6,t^(-7)-3*t^(-6)+ 5*t^(-5)-7*t^(-4)+ 8*t^(-3)-8*t^(-2)+ 7*t^(-1)-4+ 3*t-t^2,1+z^4+z^6,(-3*a^2-3*a^4-a^6)*z^(0)+(-a-a^3+a^5+a^7)*z^(1)+(5+13*a^2+11*a^4+2*a^6-a^8)*z^(2)+(-2*a^(-1)+3*a+7*a^3-2*a^5-4*a^7)*z^(3)+(-8-16*a^2-14*a^4-5*a^6+a^8)*z^(4)+(a^(-1)-6*a-11*a^3-a^5+3*a^7)*z^(5)+(3+5*a^2+6*a^4+4*a^6)*z^(6)+(3*a+6*a^3+3*a^5)*z^(7)+(a^2+a^4)*z^(8),(v^(-6)-3*v^(-4)+3*v^(-2))+(v^(-6)-5*v^(-4)+6*v^(-2)-2)*z^2+(-2*v^(-4)+4*v^(-2)-1)*z^4+(v^(-2))*z^6
9_27,[[2;9;3;10];[4;7;5;8];[6;14;7;13];[8;15;9;16];[10;18;11;17];[12;3;13;4];[14;6;15;5];[16;2;17;1];[18;12;1;11]],1-5*t+11*t^2-15*t^3+11*t^4-5*t^5+t^6,t^(-4)-3*t^(-3)+ 5*t^(-2)-7*t^(-1)+ 9-8*t+ 7*t^2-5*t^3+ 3*t^4-t^5,1-z^4-z^6,(-a^(-4)-3*a^(-2)-2-a^2)*z^(0)+(a^(-5)+2*a^(-3)+2*a^(-1)+2*a+a^3)*z^(1)+(4*a^(-4)+12*a^(-2)+12+3*a^2-a^4)*z^(2)+(-2*a^(-5)-2*a^(-3)-4*a-4*a^3)*z^(3)+(-7*a^(-4)-17*a^(-2)-16-5*a^2+a^4)*z^(4)+(a^(-5)-4*a^(-3)-8*a^(-1)+3*a^3)*z^(5)+(3*a^(-4)+6*a^(-2)+7+4*a^2)*z^(6)+(3*a^(-3)+6*a^(-1)+3*a)*z^(7)+(a^(-2)+1)*z^(8),(v^(-2)-2+3*v^2-v^4)+(2*v^(-2)-6+5*v^2-v^4)*z^2+(v^(-2)-4+2*v^2)*z^4-z^6
9_28,[[1;16;2;17];[3;15;4;14];[5;3;6;2];[7;13;8;12];[9;7;10;6];[11;18;12;1];[13;9;14;8];[15;5;16;4];[17;10;18;11]],1-5*t+12*t^2-15*t^3+12*t^4-5*t^5+t^6,-t^(-2)+ 3*t^(-1)-5+ 8*t-8*t^2+ 9*t^3-8*t^4+ 5*t^5-3*t^6+ t^7,1+z^2+z^4+z^6,(-a^(-6)-4*a^(-4)-5*a^(-2)-1)*z^(0)+(2*a^(-7)+6*a^(-5)+6*a^(-3)+3*a^(-1)+a)*z^(1)+(-a^(-8)+2*a^(-6)+12*a^(-4)+14*a^(-2)+5)*z^(2)+(-4*a^(-7)-9*a^(-5)-7*a^(-3)-4*a^(-1)-2*a)*z^(3)+(a^(-8)-4*a^(-6)-17*a^(-4)-19*a^(-2)-7)*z^(4)+(3*a^(-7)+2*a^(-5)-5*a^(-3)-3*a^(-1)+a)*z^(5)+(4*a^(-6)+8*a^(-4)+7*a^(-2)+3)*z^(6)+(3*a^(-5)+6*a^(-3)+3*a^(-1))*z^(7)+(a^(-4)+a^(-2))*z^(8),(-1+5*v^2-4*v^4+v^6)+(-2+7*v^2-5*v^4+v^6)*z^2+(-1+4*v^2-2*v^4)*z^4+v^2*z^6
9_29,[[2;10;3;9];[4;17;5;18];[6;12;7;11];[8;4;9;3];[10;15;11;16];[12;6;13;5];[14;1;15;2];[16;7;17;8];[18;13;1;14]],1-5*t+12*t^2-15*t^3+12*t^4-5*t^5+t^6,-t^(-6)+ 3*t^(-5)-6*t^(-4)+ 8*t^(-3)-8*t^(-2)+ 9*t^(-1)-7+ 5*t-3*t^2+ t^3,1+z^2+z^4+z^6,(-a^(-2)-3-5*a^2-2*a^4)*z^(0)+(-a^(-1)-a+2*a^3+2*a^5)*z^(1)+(3*a^(-2)+12+17*a^2+8*a^4)*z^(2)+(9*a^(-1)+14*a-a^3-5*a^5+a^7)*z^(3)+(-3*a^(-2)-11-24*a^2-13*a^4+3*a^6)*z^(4)+(-10*a^(-1)-24*a-8*a^3+6*a^5)*z^(5)+(a^(-2)-1+6*a^2+8*a^4)*z^(6)+(3*a^(-1)+9*a+6*a^3)*z^(7)+(2+2*a^2)*z^(8),(-2*v^(-4)+5*v^(-2)-3+v^2)+(-2*v^(-4)+7*v^(-2)-5+v^2)*z^2+(-v^(-4)+4*v^(-2)-2)*z^4+(v^(-2))*z^6
9_30,[[1;9;2;8];[3;16;4;17];[5;1;6;18];[7;12;8;13];[9;3;10;2];[11;6;12;7];[13;10;14;11];[15;4;16;5];[17;15;18;14]],1-5*t+12*t^2-17*t^3+12*t^4-5*t^5+t^6,-t^(-5)+ 3*t^(-4)-5*t^(-3)+ 8*t^(-2)-9*t^(-1)+ 9-8*t+ 6*t^2-3*t^3+ t^4,1-z^2-z^4-z^6,(-2*a^(-2)-4-4*a^2-a^4)*z^(0)+(a^(-3)+a^(-1)+a+2*a^3+a^5)*z^(1)+(-a^(-4)+5*a^(-2)+17+16*a^2+5*a^4)*z^(2)+(-3*a^(-3)-2*a^(-1)-3*a^3-2*a^5)*z^(3)+(a^(-4)-7*a^(-2)-23-22*a^2-7*a^4)*z^(4)+(3*a^(-3)-2*a^(-1)-9*a-3*a^3+a^5)*z^(5)+(5*a^(-2)+10+8*a^2+3*a^4)*z^(6)+(4*a^(-1)+7*a+3*a^3)*z^(7)+(1+a^2)*z^(8),(-v^(-4)+4*v^(-2)-4+2*v^2)+(-v^(-4)+5*v^(-2)-7+2*v^2)*z^2+(2*v^(-2)-4+v^2)*z^4-z^6
9_31,[[1;9;2;8];[3;10;4;11];[5;13;6;12];[7;1;8;18];[9;16;10;17];[11;15;12;14];[13;7;14;6];[15;4;16;5];[17;3;18;2]],1-5*t+13*t^2-17*t^3+13*t^4-5*t^5+t^6,-t^(-2)+ 3*t^(-1)-5+ 8*t-9*t^2+ 10*t^3-8*t^4+ 6*t^5-4*t^6+ t^7,1+2*z^2+z^4+z^6,(-2*a^(-4)-4*a^(-2)-1)*z^(0)+(3*a^(-5)+5*a^(-3)+3*a^(-1)+a)*z^(1)+(3*a^(-6)+13*a^(-4)+15*a^(-2)+5)*z^(2)+(-4*a^(-7)-8*a^(-5)-5*a^(-3)-3*a^(-1)-2*a)*z^(3)+(a^(-8)-8*a^(-6)-23*a^(-4)-21*a^(-2)-7)*z^(4)+(4*a^(-7)+a^(-5)-7*a^(-3)-3*a^(-1)+a)*z^(5)+(6*a^(-6)+11*a^(-4)+8*a^(-2)+3)*z^(6)+(4*a^(-5)+7*a^(-3)+3*a^(-1))*z^(7)+(a^(-4)+a^(-2))*z^(8),(-1+4*v^2-2*v^4)+(-2+7*v^2-4*v^4+v^6)*z^2+(-1+4*v^2-2*v^4)*z^4+v^2*z^6
9_32,[[2;8;3;7];[4;9;5;10];[6;13;7;14];[8;16;9;15];[10;5;11;6];[12;17;13;18];[14;3;15;4];[16;2;17;1];[18;11;1;12]],1-6*t+14*t^2-17*t^3+14*t^4-6*t^5+t^6,t^(-7)-3*t^(-6)+ 6*t^(-5)-9*t^(-4)+ 10*t^(-3)-10*t^(-2)+ 9*t^(-1)-6+ 4*t-t^2,1-z^2+z^6,(1-a^2-2*a^4-a^6)*z^(0)+(-a-2*a^3+a^7)*z^(1)+(3+10*a^2+12*a^4+4*a^6-a^8)*z^(2)+(-a^(-1)+3*a+9*a^3+2*a^5-3*a^7)*z^(3)+(-8-19*a^2-18*a^4-6*a^6+a^8)*z^(4)+(a^(-1)-9*a-18*a^3-5*a^5+3*a^7)*z^(5)+(4+6*a^2+7*a^4+5*a^6)*z^(6)+(5*a+10*a^3+5*a^5)*z^(7)+(2*a^2+2*a^4)*z^(8),(v^(-6)-2*v^(-4)+v^(-2)+1)+(v^(-6)-4*v^(-4)+3*v^(-2)-1)*z^2+(-2*v^(-4)+3*v^(-2)-1)*z^4+(v^(-2))*z^6
9_33,[[1;15;2;14];[3;16;4;17];[5;12;6;13];[7;5;8;4];[9;2;10;3];[11;6;12;7];[13;1;14;18];[15;11;16;10];[17;8;18;9]],1-6*t+14*t^2-19*t^3+14*t^4-6*t^5+t^6,-t^(-5)+ 3*t^(-4)-6*t^(-3)+ 9*t^(-2)-10*t^(-1)+ 11-9*t+ 7*t^2-4*t^3+ t^4,1+z^2-z^6,(-2*a^2-a^4)*z^(0)+(a^3+a^5)*z^(1)+(3*a^(-2)+9+10*a^2+4*a^4)*z^(2)+(-3*a^(-3)-a^(-1)+5*a+a^3-2*a^5)*z^(3)+(a^(-4)-9*a^(-2)-20-16*a^2-6*a^4)*z^(4)+(4*a^(-3)-5*a^(-1)-16*a-6*a^3+a^5)*z^(5)+(7*a^(-2)+9+5*a^2+3*a^4)*z^(6)+(6*a^(-1)+10*a+4*a^3)*z^(7)+(2+2*a^2)*z^(8),(-v^(-4)+2*v^(-2))+(-v^(-4)+4*v^(-2)-3+v^2)*z^2+(2*v^(-2)-3+v^2)*z^4-z^6
9_34,[[2;13;3;14];[4;17;5;18];[6;16;7;15];[8;4;9;3];[10;5;11;6];[12;8;13;7];[14;1;15;2];[16;11;17;12];[18;10;1;9]],1-6*t+16*t^2-23*t^3+16*t^4-6*t^5+t^6,-t^(-5)+ 4*t^(-4)-7*t^(-3)+ 10*t^(-2)-12*t^(-1)+ 12-10*t^1+ 8*t^2-4*t^3+ t^4,1-z^2-z^6,(-a^(-2)-1-a^2)*z^(0)+(-a^(-1)-a)*z^(1)+(3*a^4+10*a^2+11+4*a^(-2))*z^(2)+(-a^5+5*a^3+12*a+4*a^(-1)-2*a^(-3))*z^(3)+(-7*a^4-19*a^2-23-10*a^(-2)+a^(-4))*z^(4)+(a^5-11*a^3-26*a-10*a^(-1)+4*a^(-3))*z^(5)+(4*a^4+5*a^2+9+8*a^(-2))*z^(6)+(6*a^3+14*a+8*a^(-1))*z^(7)+(3*a^2+3)*z^(8),(v^(-2)-1+v^2)+(-v^(-4)+3*v^(-2)-4+v^2)*z^2+(2*v^(-2)-3+v^2)*z^4-z^6
9_35,[[2;12;3;11];[4;16;5;15];[6;14;7;13];[8;18;9;17];[10;4;11;3];[12;2;13;1];[14;6;15;5];[16;10;17;9];[18;8;1;7]],7-13*t+7*t^2,t-2*t^2+ 3*t^3-4*t^4+ 5*t^5-3*t^6+ 4*t^7-3*t^8+ t^9-t^10,1+7*z^2,(a^(-10)-a^(-8)-3*a^(-6))*z^(0)+(-8*a^(-11)-9*a^(-9)-a^(-7))*z^(1)+(a^(-10)+16*a^(-8)+12*a^(-6)-2*a^(-4)+a^(-2))*z^(2)+(12*a^(-11)+23*a^(-9)+3*a^(-7)-6*a^(-5)+2*a^(-3))*z^(3)+(3*a^(-10)-15*a^(-8)-15*a^(-6)+3*a^(-4))*z^(4)+(-6*a^(-11)-18*a^(-9)-8*a^(-7)+4*a^(-5))*z^(5)+(-4*a^(-10)+a^(-8)+5*a^(-6))*z^(6)+(a^(-11)+4*a^(-9)+3*a^(-7))*z^(7)+(a^(-10)+a^(-8))*z^(8),(3*v^6-v^8-v^10)+(v^2+2*v^4+3*v^6+v^8)*z^2
9_36,[[2;15;3;16];[4;11;5;12];[6;4;7;3];[8;17;9;18];[10;5;11;6];[12;10;13;9];[14;1;15;2];[16;7;17;8];[18;13;1;14]],1-5*t+8*t^2-9*t^3+8*t^4-5*t^5+t^6,-t^(-9)+ 2*t^(-8)-4*t^(-7)+ 6*t^(-6)-6*t^(-5)+ 6*t^(-4)-5*t^(-3)+ 4*t^(-2)-2*t^(-1)+ 1,1+3*z^2-z^4-z^6,(-2*a^2-3*a^4-4*a^6-2*a^8)*z^(0)+(-a^3-2*a^5+a^7+a^9-a^11)*z^(1)+(5*a^2+12*a^4+15*a^6+7*a^8-a^10)*z^(2)+(6*a^3+9*a^5-2*a^9+a^11)*z^(3)+(-4*a^2-12*a^4-17*a^6-7*a^8+2*a^10)*z^(4)+(-7*a^3-14*a^5-4*a^7+3*a^9)*z^(5)+(a^2+a^4+4*a^6+4*a^8)*z^(6)+(2*a^3+5*a^5+3*a^7)*z^(7)+(a^4+a^6)*z^(8),(-2*v^(-8)+4*v^(-6)-3*v^(-4)+2*v^(-2))+(-v^(-8)+6*v^(-6)-5*v^(-4)+3*v^(-2))*z^2+(2*v^(-6)-4*v^(-4)+v^(-2))*z^4+(-v^(-4))*z^6
9_37,[[1;10;2;11];[3;14;4;15];[5;1;6;18];[7;17;8;16];[9;2;10;3];[11;9;12;8];[13;4;14;5];[15;13;16;12];[17;7;18;6]],2-11*t+19*t^2-11*t^3+2*t^4,t^(-4)-2*t^(-3)+ 5*t^(-2)-7*t^(-1)+ 7-8*t+ 7*t^2-4*t^3+ 3*t^4-t^5,1-3*z^2+2*z^4,(-2*a^(-2)-2+a^4)*z^(0)+(-2*a^(-3)-7*a^(-1)-5*a)*z^(1)+(5*a^(-4)+14*a^(-2)+12+a^2-2*a^4)*z^(2)+(-2*a^(-5)+3*a^(-3)+13*a^(-1)+6*a-2*a^3)*z^(3)+(-8*a^(-4)-17*a^(-2)-13-3*a^2+a^4)*z^(4)+(a^(-5)-6*a^(-3)-13*a^(-1)-4*a+2*a^3)*z^(5)+(3*a^(-4)+5*a^(-2)+5+3*a^2)*z^(6)+(3*a^(-3)+6*a^(-1)+3*a)*z^(7)+(a^(-2)+1)*z^(8),(v^(-4)-2+2*v^2)+(-2*v^(-2)-1+v^2-v^4)*z^2+(1+v^2)*z^4
9_38,[[2;14;3;13];[4;10;5;9];[6;16;7;15];[8;4;9;3];[10;18;11;17];[12;6;13;5];[14;2;15;1];[16;12;17;11];[18;8;1;7]],5-14*t+19*t^2-14*t^3+5*t^4,t^2-3*t^3+ 7*t^4-8*t^5+ 10*t^6-10*t^7+ 8*t^8-6*t^9+ 3*t^10-t^11,1+6*z^2+5*z^4,(-3*a^(-8)-4*a^(-6))*z^(0)+(a^(-13)-a^(-11)+a^(-9)+3*a^(-7))*z^(1)+(3*a^(-12)+3*a^(-10)+10*a^(-8)+9*a^(-6)-a^(-4))*z^(2)+(-2*a^(-13)+3*a^(-11)+5*a^(-9)-2*a^(-7)-2*a^(-5))*z^(3)+(-6*a^(-12)-10*a^(-10)-15*a^(-8)-10*a^(-6)+a^(-4))*z^(4)+(a^(-13)-7*a^(-11)-15*a^(-9)-4*a^(-7)+3*a^(-5))*z^(5)+(3*a^(-12)+3*a^(-10)+6*a^(-8)+6*a^(-6))*z^(6)+(4*a^(-11)+9*a^(-9)+5*a^(-7))*z^(7)+(2*a^(-10)+2*a^(-8))*z^(8),(4*v^6-3*v^8)+(v^4+7*v^6-v^8-v^10)*z^2+(v^4+3*v^6+v^8)*z^4
9_39,[[1;12;2;13];[3;17;4;16];[5;10;6;11];[7;18;8;1];[9;14;10;15];[11;2;12;3];[13;6;14;7];[15;5;16;4];[17;8;18;9]],3-14*t+21*t^2-14*t^3+3*t^4,-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 8*t^(-5)-9*t^(-4)+ 10*t^(-3)-8*t^(-2)+ 6*t^(-1)-3+ t,1+2*z^2-3*z^4,(-2*a^2-2*a^4-2*a^6-a^8)*z^(0)+(-a^3-3*a^5-a^7+a^9)*z^(1)+(-1+5*a^2+12*a^4+9*a^6+3*a^8)*z^(2)+(-3*a+5*a^3+12*a^5+2*a^7-2*a^9)*z^(3)+(1-7*a^2-15*a^4-13*a^6-6*a^8)*z^(4)+(3*a-7*a^3-18*a^5-7*a^7+a^9)*z^(5)+(5*a^2+5*a^4+3*a^6+3*a^8)*z^(6)+(5*a^3+9*a^5+4*a^7)*z^(7)+(2*a^4+2*a^6)*z^(8),(-v^(-8)+2*v^(-6)-2*v^(-4)+2*v^(-2))+(3*v^(-6)-3*v^(-4)+v^(-2)+1)*z^2+(-2*v^(-4)-v^(-2))*z^4
9_40,[[1;15;2;14];[3;12;4;13];[5;11;6;10];[7;3;8;2];[9;18;10;1];[11;17;12;16];[13;9;14;8];[15;6;16;7];[17;5;18;4]],1-7*t+18*t^2-23*t^3+18*t^4-7*t^5+t^6,-t^(-2)+ 5*t^(-1)-8+ 11*t-13*t^2+ 13*t^3-11*t^4+ 8*t^5-4*t^6+ t^7,1-z^2-z^4+z^6,(a^(-4)+2*a^(-2)+2)*z^(0)+(-a^(-5)-a^(-3))*z^(1)+(4*a^(-6)+7*a^(-4)+3*a^(-2))*z^(2)+(-2*a^(-7)+6*a^(-5)+14*a^(-3)+6*a^(-1))*z^(3)+(a^(-8)-9*a^(-6)-20*a^(-4)-17*a^(-2)-7)*z^(4)+(4*a^(-7)-12*a^(-5)-32*a^(-3)-15*a^(-1)+a)*z^(5)+(8*a^(-6)+7*a^(-4)+4*a^(-2)+5)*z^(6)+(9*a^(-5)+17*a^(-3)+8*a^(-1))*z^(7)+(4*a^(-4)+4*a^(-2))*z^(8),(2-2*v^2+v^4)+(-2*v^4+v^6)*z^2+(-1+2*v^2-2*v^4)*z^4+v^2*z^6
9_41,[[1;15;2;14];[3;12;4;13];[5;16;6;17];[7;3;8;2];[9;18;10;1];[11;4;12;5];[13;9;14;8];[15;6;16;7];[17;10;18;11]],3-12*t+19*t^2-12*t^3+3*t^4,t^(-6)-3*t^(-5)+ 5*t^(-4)-7*t^(-3)+ 8*t^(-2)-8*t^(-1)+ 8-5*t+ 3*t^2-t^3,1+3*z^4,(-3*a^2-3*a^4-a^6)*z^(0)+(-2*a-4*a^3-2*a^5)*z^(1)+(-a^(-2)+6+17*a^2+13*a^4+3*a^6)*z^(2)+(a^(-3)-3*a^(-1)+6*a+19*a^3+9*a^5)*z^(3)+(3*a^(-2)-11-23*a^2-12*a^4-3*a^6)*z^(4)+(5*a^(-1)-11*a-26*a^3-10*a^5)*z^(5)+(7+5*a^2-a^4+a^6)*z^(6)+(6*a+9*a^3+3*a^5)*z^(7)+(2*a^2+2*a^4)*z^(8),(v^(-6)-3*v^(-4)+3*v^(-2))+(-3*v^(-4)+4*v^(-2)-v^2)*z^2+(2*v^(-2)+1)*z^4
9_42,[[1;5;2;4];[5;11;6;10];[3;8;4;9];[9;2;10;3];[16;11;17;12];[14;8;15;7];[6;16;7;15];[18;13;1;14];[12;17;13;18]],1-2*t+t^2-2*t^3+t^4,t^(-3)-t^(-2)+ t^(-1)-1+ t-t^2+ t^3,1-2*z^2-z^4,(-2*a^(-2)-3-2*a^2)*z^(0)+(-2*a^(-1)-2*a)*z^(1)+(6*a^(-2)+12+6*a^2)*z^(2)+(6*a^(-1)+6*a)*z^(3)+(-5*a^(-2)-10-5*a^2)*z^(4)+(-5*a^(-1)-5*a)*z^(5)+(a^(-2)+2+a^2)*z^(6)+(a^(-1)+a)*z^(7),(2*v^(-2)-3+2*v^2)+(v^(-2)-4+v^2)*z^2-z^4
9_43,[[1;9;2;8];[3;16;4;17];[5;1;6;18];[6;12;7;11];[9;3;10;2];[10;14;11;13];[12;8;13;7];[15;4;16;5];[17;15;18;14]],1-3*t+2*t^2-t^3+2*t^4-3*t^5+t^6,1-t+ 2*t^2-2*t^3+ 2*t^4-2*t^5+ 2*t^6-t^7,1+z^2-3*z^4-z^6,(-a^(-8)-3*a^(-6)-4*a^(-4)-3*a^(-2))*z^(0)+(a^(-9)+a^(-7))*z^(1)+(2*a^(-8)+9*a^(-6)+14*a^(-4)+7*a^(-2))*z^(2)+(-2*a^(-7)+a^(-5)+3*a^(-3))*z^(3)+(-8*a^(-6)-13*a^(-4)-5*a^(-2))*z^(4)+(a^(-7)-3*a^(-5)-4*a^(-3))*z^(5)+(2*a^(-6)+3*a^(-4)+a^(-2))*z^(6)+(a^(-5)+a^(-3))*z^(7),(3*v^2-4*v^4+3*v^6-v^8)+(4*v^2-7*v^4+4*v^6)*z^2+(v^2-5*v^4+v^6)*z^4-v^4*z^6
9_44,[[2;9;3;10];[3;16;4;17];[5;1;6;18];[6;12;7;11];[8;1;9;2];[10;14;11;13];[12;8;13;7];[15;4;16;5];[17;15;18;14]],1-4*t+7*t^2-4*t^3+t^4,t^(-2)-2*t^(-1)+ 3-3*t+ 3*t^2-2*t^3+ 2*t^4-t^5,1+z^4,(-a^(-4)-3*a^(-2)-2-a^2)*z^(0)+(a^(-5)+a^(-3)-a^(-1)-a)*z^(1)+(5*a^(-4)+10*a^(-2)+6+a^2)*z^(2)+(-3*a^(-5)-a^(-3)+4*a^(-1)+2*a)*z^(3)+(-7*a^(-4)-10*a^(-2)-3)*z^(4)+(a^(-5)-2*a^(-3)-3*a^(-1))*z^(5)+(2*a^(-4)+3*a^(-2)+1)*z^(6)+(a^(-3)+a^(-1))*z^(7),(v^(-2)-2+3*v^2-v^4)+(-2+3*v^2-v^4)*z^2+v^2*z^4
9_45,[[2;9;3;10];[3;16;4;17];[5;1;6;18];[7;12;8;13];[8;1;9;2];[11;6;12;7];[13;10;14;11];[15;4;16;5];[17;15;18;14]],1-6*t+9*t^2-6*t^3+t^4,-t^(-8)+ 2*t^(-7)-3*t^(-6)+ 4*t^(-5)-4*t^(-4)+ 4*t^(-3)-3*t^(-2)+ 2*t^(-1),1+2*z^2-z^4,(-2*a^2-2*a^4-2*a^6-a^8)*z^(0)+(2*a^7+2*a^9)*z^(1)+(3*a^2+6*a^4+7*a^6+4*a^8)*z^(2)+(a^3-a^5-5*a^7-3*a^9)*z^(3)+(-4*a^4-10*a^6-6*a^8)*z^(4)+(a^3+a^9)*z^(5)+(2*a^4+4*a^6+2*a^8)*z^(6)+(a^5+a^7)*z^(7),(-v^(-8)+2*v^(-6)-2*v^(-4)+2*v^(-2))+(2*v^(-6)-2*v^(-4)+2*v^(-2))*z^2+(-v^(-4))*z^4
