Name,PD Notation,Alexander,Jones,Conway,Kauffman,HOMFLY
10_40,[[2;11;3;12];[4;18;5;17];[6;19;7;20];[8;13;9;14];[10;1;11;2];[12;9;13;10];[14;5;15;6];[16;4;17;3];[18;16;19;15];[20;7;1;8]],2-8*t+17*t^2-21*t^3+17*t^4-8*t^5+2*t^6,-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 9*t^(-5)-12*t^(-4)+ 13*t^(-3)-11*t^(-2)+ 10*t^(-1)-6+ 3*t-t^2,1+3*z^2+4*z^4+2*z^6,(-1-3*a^2+a^6)*z^(0)+(a^(-1)+2*a+2*a^3+a^9)*z^(1)+(4+7*a^2+a^4+a^6+3*a^8)*z^(2)+(-2*a^(-1)-a+3*a^3+6*a^5+2*a^7-2*a^9)*z^(3)+(-6-9*a^2-2*a^4-5*a^6-6*a^8)*z^(4)+(a^(-1)-5*a-12*a^3-13*a^5-6*a^7+a^9)*z^(5)+(3+a^2-5*a^4+3*a^8)*z^(6)+(4*a+7*a^3+7*a^5+4*a^7)*z^(7)+(3*a^2+6*a^4+3*a^6)*z^(8)+(a^3+a^5)*z^(9),(-v^(-6)+3*v^(-2)-1)+(-2*v^(-6)+3*v^(-4)+4*v^(-2)-2)*z^2+(-v^(-6)+3*v^(-4)+3*v^(-2)-1)*z^4+(v^(-4)+v^(-2))*z^6
10_41,[[1;14;2;15];[3;17;4;16];[5;10;6;11];[7;19;8;18];[9;6;10;7];[11;1;12;20];[13;2;14;3];[15;13;16;12];[17;9;18;8];[19;5;20;4]],1-7*t+17*t^2-21*t^3+17*t^4-7*t^5+t^6,t^(-3)-3*t^(-2)+ 6*t^(-1)-8+ 11*t-12*t^2+ 11*t^3-9*t^4+ 6*t^5-3*t^6+ t^7,1-2*z^2-z^4+z^6,(-a^(-6)-2*a^(-4)-2*a^(-2)-1-a^2)*z^(0)+(a^(-7)-2*a^(-3)-2*a^(-1)-a)*z^(1)+(-a^(-8)+4*a^(-6)+10*a^(-4)+9*a^(-2)+7+3*a^2)*z^(2)+(-3*a^(-7)+a^(-5)+10*a^(-3)+13*a^(-1)+7*a)*z^(3)+(a^(-8)-6*a^(-6)-14*a^(-4)-8*a^(-2)-4-3*a^2)*z^(4)+(3*a^(-7)-4*a^(-5)-18*a^(-3)-20*a^(-1)-9*a)*z^(5)+(5*a^(-6)+4*a^(-4)-7*a^(-2)-5+a^2)*z^(6)+(5*a^(-5)+8*a^(-3)+6*a^(-1)+3*a)*z^(7)+(3*a^(-4)+6*a^(-2)+3)*z^(8)+(a^(-3)+a^(-1))*z^(9),(v^(-2)-1+2*v^2-2*v^4+v^6)+(v^(-2)-4+4*v^2-4*v^4+v^6)*z^2+(-2+3*v^2-2*v^4)*z^4+v^2*z^6
10_42,[[1;9;2;8];[3;18;4;19];[5;14;6;15];[7;11;8;10];[9;3;10;2];[11;20;12;1];[13;17;14;16];[15;4;16;5];[17;13;18;12];[19;6;20;7]],1-7*t+19*t^2-27*t^3+19*t^4-7*t^5+t^6,-t^(-5)+ 3*t^(-4)-6*t^(-3)+ 10*t^(-2)-12*t^(-1)+ 14-13*t+ 10*t^2-7*t^3+ 4*t^4-t^5,1+z^4-z^6,(-a^(-2)-2-3*a^2-a^4)*z^(0)+(-a^(-1)-a+a^3+a^5)*z^(1)+(2*a^(-4)+6*a^(-2)+9+9*a^2+4*a^4)*z^(2)+(-a^(-5)+5*a^(-3)+14*a^(-1)+10*a-2*a^5)*z^(3)+(-7*a^(-4)-10*a^(-2)-8-11*a^2-6*a^4)*z^(4)+(a^(-5)-11*a^(-3)-24*a^(-1)-18*a-5*a^3+a^5)*z^(5)+(4*a^(-4)-5+2*a^2+3*a^4)*z^(6)+(6*a^(-3)+11*a^(-1)+9*a+4*a^3)*z^(7)+(4*a^(-2)+7+3*a^2)*z^(8)+(a^(-1)+a)*z^(9),(-v^(-4)+3*v^(-2)-2+v^2)+(-v^(-4)+4*v^(-2)-5+3*v^2-v^4)*z^2+(2*v^(-2)-3+2*v^2)*z^4-z^6
10_43,[[4;2;5;1];[10;4;11;3];[14;8;15;7];[20;11;1;12];[12;19;13;20];[8;14;9;13];[18;15;19;16];[16;5;17;6];[6;17;7;18];[2;10;3;9]],1-7*t+17*t^2-23*t^3+17*t^4-7*t^5+t^6,-t^(-5)+ 3*t^(-4)-6*t^(-3)+ 9*t^(-2)-11*t^(-1)+ 13-11*t+ 9*t^2-6*t^3+ 3*t^4-t^5,1+2*z^2+z^4-z^6,(-a^(-4)-2*a^(-2)-1-2*a^2-a^4)*z^(0)+(a^(-5)-3*a^(-1)-3*a+a^5)*z^(1)+(3*a^(-4)+7*a^(-2)+8+7*a^2+3*a^4)*z^(2)+(-2*a^(-5)+a^(-3)+12*a^(-1)+12*a+a^3-2*a^5)*z^(3)+(-6*a^(-4)-8*a^(-2)-4-8*a^2-6*a^4)*z^(4)+(a^(-5)-6*a^(-3)-16*a^(-1)-16*a-6*a^3+a^5)*z^(5)+(3*a^(-4)-6+3*a^4)*z^(6)+(4*a^(-3)+7*a^(-1)+7*a+4*a^3)*z^(7)+(3*a^(-2)+6+3*a^2)*z^(8)+(a^(-1)+a)*z^(9),(-v^(-4)+2*v^(-2)-1+2*v^2-v^4)+(-v^(-4)+4*v^(-2)-4+4*v^2-v^4)*z^2+(2*v^(-2)-3+2*v^2)*z^4-z^6
10_44,[[1;14;2;15];[3;17;4;16];[5;20;6;1];[7;19;8;18];[9;7;10;6];[11;5;12;4];[13;2;14;3];[15;13;16;12];[17;10;18;11];[19;9;20;8]],1-7*t+19*t^2-25*t^3+19*t^4-7*t^5+t^6,t^(-3)-3*t^(-2)+ 6*t^(-1)-9+ 12*t-13*t^2+ 13*t^3-10*t^4+ 7*t^5-4*t^6+ t^7,1-z^4+z^6,(-a^(-4)-3*a^(-2)-2-a^2)*z^(0)+(-2*a^(-3)-4*a^(-1)-2*a)*z^(1)+(3*a^(-6)+10*a^(-4)+13*a^(-2)+9+3*a^2)*z^(2)+(-3*a^(-7)+15*a^(-3)+20*a^(-1)+8*a)*z^(3)+(a^(-8)-8*a^(-6)-18*a^(-4)-12*a^(-2)-6-3*a^2)*z^(4)+(4*a^(-7)-6*a^(-5)-27*a^(-3)-26*a^(-1)-9*a)*z^(5)+(7*a^(-6)+5*a^(-4)-7*a^(-2)-4+a^2)*z^(6)+(7*a^(-5)+12*a^(-3)+8*a^(-1)+3*a)*z^(7)+(4*a^(-4)+7*a^(-2)+3)*z^(8)+(a^(-3)+a^(-1))*z^(9),(v^(-2)-2+3*v^2-v^4)+(v^(-2)-4+5*v^2-3*v^4+v^6)*z^2+(-2+3*v^2-2*v^4)*z^4+v^2*z^6
10_45,[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[20;14;1;13];[14;7;15;8];[6;19;7;20];[18;15;19;16];[16;10;17;9];[8;18;9;17]],1-7*t+21*t^2-31*t^3+21*t^4-7*t^5+t^6,-t^(-5)+ 4*t^(-4)-7*t^(-3)+ 11*t^(-2)-14*t^(-1)+ 15-14*t+ 11*t^2-7*t^3+ 4*t^4-t^5,1-2*z^2+z^4-z^6,(-2*a^(-2)-3-2*a^2)*z^(0)+(-a^(-3)-5*a^(-1)-5*a-a^3)*z^(1)+(3*a^(-4)+12*a^(-2)+18+12*a^2+3*a^4)*z^(2)+(-a^(-5)+5*a^(-3)+21*a^(-1)+21*a+5*a^3-a^5)*z^(3)+(-7*a^(-4)-17*a^(-2)-20-17*a^2-7*a^4)*z^(4)+(a^(-5)-10*a^(-3)-31*a^(-1)-31*a-10*a^3+a^5)*z^(5)+(4*a^(-4)+3*a^(-2)-2+3*a^2+4*a^4)*z^(6)+(6*a^(-3)+14*a^(-1)+14*a+6*a^3)*z^(7)+(4*a^(-2)+8+4*a^2)*z^(8)+(a^(-1)+a)*z^(9),(2*v^(-2)-3+2*v^2)+(-v^(-4)+3*v^(-2)-6+3*v^2-v^4)*z^2+(2*v^(-2)-3+2*v^2)*z^4-z^6
10_46,[[1;15;2;14];[3;9;4;8];[5;11;6;10];[7;16;8;17];[9;5;10;4];[11;19;12;18];[13;1;14;20];[15;3;16;2];[17;6;18;7];[19;13;20;12]],1-3*t+4*t^2-5*t^3+5*t^4-5*t^5+4*t^6-3*t^7+t^8,t-t^2+ 3*t^3-3*t^4+ 4*t^5-5*t^6+ 4*t^7-4*t^8+ 3*t^9-2*t^10+ t^11,1-6*z^4-5*z^6-z^8,(3*a^(-8)+8*a^(-6)+6*a^(-4))*z^(0)+(2*a^(-11)-2*a^(-9)-10*a^(-7)-6*a^(-5))*z^(1)+(a^(-14)-2*a^(-12)+2*a^(-10)-7*a^(-8)-29*a^(-6)-17*a^(-4))*z^(2)+(2*a^(-13)-7*a^(-11)+9*a^(-9)+23*a^(-7)+5*a^(-5))*z^(3)+(3*a^(-12)-9*a^(-10)+13*a^(-8)+42*a^(-6)+17*a^(-4))*z^(4)+(4*a^(-11)-13*a^(-9)-12*a^(-7)+5*a^(-5))*z^(5)+(4*a^(-10)-12*a^(-8)-23*a^(-6)-7*a^(-4))*z^(6)+(4*a^(-9)-a^(-7)-5*a^(-5))*z^(7)+(3*a^(-8)+4*a^(-6)+a^(-4))*z^(8)+(a^(-7)+a^(-5))*z^(9),(6*v^4-8*v^6+3*v^8)+(11*v^4-18*v^6+7*v^8)*z^2+(6*v^4-17*v^6+5*v^8)*z^4+(v^4-7*v^6+v^8)*z^6-v^6*z^8
10_47,[[2;9;3;10];[4;11;5;12];[6;17;7;18];[8;1;9;2];[10;3;11;4];[12;5;13;6];[14;20;15;19];[16;14;17;13];[18;7;19;8];[20;16;1;15]],1-3*t+6*t^2-7*t^3+7*t^4-7*t^5+6*t^6-3*t^7+t^8,-t^(-9)+ 2*t^(-8)-4*t^(-7)+ 5*t^(-6)-6*t^(-5)+ 7*t^(-4)-5*t^(-3)+ 5*t^(-2)-3*t^(-1)+ 2-t,1+6*z^2+8*z^4+5*z^6+z^8,(3*a^2+9*a^4+5*a^6)*z^(0)+(-3*a-8*a^3-9*a^5-a^7+2*a^9-a^11)*z^(1)+(-9*a^2-26*a^4-15*a^6+a^8-a^10)*z^(2)+(7*a+20*a^3+19*a^5+2*a^7-3*a^9+a^11)*z^(3)+(15*a^2+35*a^4+15*a^6-3*a^8+2*a^10)*z^(4)+(-5*a-11*a^3-14*a^5-5*a^7+3*a^9)*z^(5)+(-10*a^2-23*a^4-10*a^6+3*a^8)*z^(6)+(a-a^3+a^5+3*a^7)*z^(7)+(2*a^2+5*a^4+3*a^6)*z^(8)+(a^3+a^5)*z^(9),(-5*v^(-6)+9*v^(-4)-3*v^(-2))+(-8*v^(-6)+21*v^(-4)-7*v^(-2))*z^2+(-5*v^(-6)+18*v^(-4)-5*v^(-2))*z^4+(-v^(-6)+7*v^(-4)-v^(-2))*z^6+(v^(-4))*z^8
10_48,[[6;2;7;1];[8;4;9;3];[14;6;15;5];[20;15;1;16];[16;9;17;10];[18;11;19;12];[10;17;11;18];[12;19;13;20];[2;8;3;7];[4;14;5;13]],1-3*t+6*t^2-9*t^3+11*t^4-9*t^5+6*t^6-3*t^7+t^8,-t^(-5)+ 2*t^(-4)-4*t^(-3)+ 6*t^(-2)-7*t^(-1)+ 9-7*t+ 6*t^2-4*t^3+ 2*t^4-t^5,1+4*z^2+8*z^4+5*z^6+z^8,(4*a^(-2)+9+4*a^2)*z^(0)+(a^(-5)-3*a^(-3)-9*a^(-1)-7*a+2*a^5)*z^(1)+(a^(-4)-13*a^(-2)-27-11*a^2+2*a^4)*z^(2)+(-3*a^(-5)+8*a^(-3)+21*a^(-1)+12*a-a^3-3*a^5)*z^(3)+(-5*a^(-4)+18*a^(-2)+37+9*a^2-5*a^4)*z^(4)+(a^(-5)-9*a^(-3)-11*a^(-1)-5*a-3*a^3+a^5)*z^(5)+(2*a^(-4)-11*a^(-2)-20-5*a^2+2*a^4)*z^(6)+(3*a^(-3)+a^(-1)+2*a^3)*z^(7)+(3*a^(-2)+5+2*a^2)*z^(8)+(a^(-1)+a)*z^(9),(-4*v^(-2)+9-4*v^2)+(-8*v^(-2)+20-8*v^2)*z^2+(-5*v^(-2)+18-5*v^2)*z^4+(-v^(-2)+7-v^2)*z^6+z^8
10_49,[[1;7;2;6];[3;17;4;16];[5;9;6;8];[7;3;8;2];[9;15;10;14];[11;19;12;18];[13;1;14;20];[15;5;16;4];[17;11;18;10];[19;13;20;12]],3-8*t+12*t^2-13*t^3+12*t^4-8*t^5+3*t^6,t^3-2*t^4+ 5*t^5-6*t^6+ 9*t^7-10*t^8+ 9*t^9-8*t^10+ 5*t^11-3*t^12+ t^13,1+7*z^2+10*z^4+3*z^6,(2*a^(-12)+7*a^(-10)+5*a^(-8)-a^(-6))*z^(0)+(a^(-15)-10*a^(-11)-9*a^(-9))*z^(1)+(-a^(-16)-2*a^(-12)-20*a^(-10)-13*a^(-8)+4*a^(-6))*z^(2)+(-4*a^(-15)+a^(-13)+24*a^(-11)+22*a^(-9)+3*a^(-7))*z^(3)+(a^(-16)-4*a^(-14)+2*a^(-12)+26*a^(-10)+15*a^(-8)-4*a^(-6))*z^(4)+(3*a^(-15)-4*a^(-13)-19*a^(-11)-18*a^(-9)-6*a^(-7))*z^(5)+(4*a^(-14)-3*a^(-12)-19*a^(-10)-11*a^(-8)+a^(-6))*z^(6)+(4*a^(-13)+5*a^(-11)+3*a^(-9)+2*a^(-7))*z^(7)+(3*a^(-12)+6*a^(-10)+3*a^(-8))*z^(8)+(a^(-11)+a^(-9))*z^(9),(v^6+5*v^8-7*v^10+2*v^12)+(4*v^6+12*v^8-10*v^10+v^12)*z^2+(4*v^6+9*v^8-3*v^10)*z^4+(v^6+2*v^8)*z^6
10_50,[[1;10;2;11];[3;19;4;18];[5;13;6;12];[7;15;8;14];[9;17;10;16];[11;20;12;1];[13;9;14;8];[15;7;16;6];[17;3;18;2];[19;5;20;4]],2-7*t+11*t^2-13*t^3+11*t^4-7*t^5+2*t^6,1-2*t+ 5*t^2-6*t^3+ 8*t^4-9*t^5+ 8*t^6-7*t^7+ 4*t^8-2*t^9+ t^10,1-z^2-5*z^4-2*z^6,(2*a^(-8)+4*a^(-6)+a^(-4)-2*a^(-2))*z^(0)+(-6*a^(-9)-10*a^(-7)-3*a^(-5)+a^(-3))*z^(1)+(-2*a^(-12)+3*a^(-10)-3*a^(-8)-13*a^(-6)+5*a^(-2))*z^(2)+(-3*a^(-11)+16*a^(-9)+22*a^(-7)+6*a^(-5)+3*a^(-3))*z^(3)+(a^(-12)-5*a^(-10)+9*a^(-8)+18*a^(-6)-a^(-4)-4*a^(-2))*z^(4)+(2*a^(-11)-11*a^(-9)-15*a^(-7)-8*a^(-5)-6*a^(-3))*z^(5)+(3*a^(-10)-7*a^(-8)-15*a^(-6)-4*a^(-4)+a^(-2))*z^(6)+(4*a^(-9)+3*a^(-7)+a^(-5)+2*a^(-3))*z^(7)+(3*a^(-8)+5*a^(-6)+2*a^(-4))*z^(8)+(a^(-7)+a^(-5))*z^(9),(2*v^2+v^4-4*v^6+2*v^8)+(3*v^2-v^4-6*v^6+3*v^8)*z^2+(v^2-3*v^4-4*v^6+v^8)*z^4+(-v^4-v^6)*z^6
10_51,[[2;18;3;17];[4;11;5;12];[6;13;7;14];[8;15;9;16];[10;19;11;20];[12;7;13;8];[14;5;15;6];[16;2;17;1];[18;9;19;10];[20;4;1;3]],2-7*t+15*t^2-19*t^3+15*t^4-7*t^5+2*t^6,-t^(-8)+ 2*t^(-7)-5*t^(-6)+ 8*t^(-5)-10*t^(-4)+ 12*t^(-3)-10*t^(-2)+ 9*t^(-1)-6+ 3*t-t^2,1+5*z^2+5*z^4+2*z^6,(-1-a^2+4*a^4+3*a^6)*z^(0)+(a^(-1)-5*a^3-9*a^5-3*a^7+2*a^9)*z^(1)+(3+4*a^2-8*a^4-8*a^6+a^8)*z^(2)+(-2*a^(-1)+15*a^3+21*a^5+5*a^7-3*a^9)*z^(3)+(-6-6*a^2+13*a^4+9*a^6-4*a^8)*z^(4)+(a^(-1)-6*a-16*a^3-16*a^5-6*a^7+a^9)*z^(5)+(3-a^2-12*a^4-6*a^6+2*a^8)*z^(6)+(4*a+6*a^3+5*a^5+3*a^7)*z^(7)+(3*a^2+6*a^4+3*a^6)*z^(8)+(a^3+a^5)*z^(9),(-3*v^(-6)+4*v^(-4)+v^(-2)-1)+(-3*v^(-6)+7*v^(-4)+3*v^(-2)-2)*z^2+(-v^(-6)+4*v^(-4)+3*v^(-2)-1)*z^4+(v^(-4)+v^(-2))*z^6
10_52,[[1;13;2;12];[3;19;4;18];[5;10;6;11];[7;14;8;15];[9;16;10;17];[11;1;12;20];[13;8;14;9];[15;6;16;7];[17;3;18;2];[19;5;20;4]],2-7*t+13*t^2-15*t^3+13*t^4-7*t^5+2*t^6,-t^(-4)+ 2*t^(-3)-4*t^(-2)+ 7*t^(-1)-8+ 10*t-9*t^2+ 8*t^3-6*t^4+ 3*t^5-t^6,1+3*z^2+5*z^4+2*z^6,(-a^(-4)+4+2*a^2)*z^(0)+(2*a^(-5)-7*a^(-1)-9*a-4*a^3)*z^(1)+(6*a^(-4)+4*a^(-2)-9-7*a^2)*z^(2)+(a^(-7)-5*a^(-5)+2*a^(-3)+24*a^(-1)+24*a+8*a^3)*z^(3)+(3*a^(-6)-12*a^(-4)-9*a^(-2)+19+13*a^2)*z^(4)+(6*a^(-5)-11*a^(-3)-28*a^(-1)-16*a-5*a^3)*z^(5)+(8*a^(-4)-3*a^(-2)-20-9*a^2)*z^(6)+(7*a^(-3)+7*a^(-1)+a+a^3)*z^(7)+(4*a^(-2)+6+2*a^2)*z^(8)+(a^(-1)+a)*z^(9),(-2*v^(-2)+4-v^4)+(-3*v^(-2)+6+2*v^2-2*v^4)*z^2+(-v^(-2)+4+3*v^2-v^4)*z^4+(1+v^2)*z^6
10_53,[[1;7;2;6];[3;17;4;16];[5;9;6;8];[7;3;8;2];[9;15;10;14];[11;19;12;18];[13;1;14;20];[15;5;16;4];[17;13;18;12];[19;11;20;10]],6-18*t+25*t^2-18*t^3+6*t^4,t^2-3*t^3+ 7*t^4-9*t^5+ 12*t^6-12*t^7+ 11*t^8-9*t^9+ 5*t^10-3*t^11+ t^12,1+6*z^2+6*z^4,(a^(-12)+3*a^(-10)-3*a^(-6))*z^(0)+(-3*a^(-13)-11*a^(-11)-7*a^(-9)+a^(-7))*z^(1)+(2*a^(-14)+2*a^(-12)-5*a^(-10)+4*a^(-8)+8*a^(-6)-a^(-4))*z^(2)+(10*a^(-13)+28*a^(-11)+21*a^(-9)+a^(-7)-2*a^(-5))*z^(3)+(-3*a^(-14)+6*a^(-10)-7*a^(-8)-9*a^(-6)+a^(-4))*z^(4)+(-10*a^(-13)-27*a^(-11)-26*a^(-9)-6*a^(-7)+3*a^(-5))*z^(5)+(a^(-14)-6*a^(-12)-13*a^(-10)+6*a^(-6))*z^(6)+(3*a^(-13)+7*a^(-11)+10*a^(-9)+6*a^(-7))*z^(7)+(3*a^(-12)+7*a^(-10)+4*a^(-8))*z^(8)+(a^(-11)+a^(-9))*z^(9),(3*v^6-3*v^10+v^12)+(v^4+6*v^6+2*v^8-3*v^10)*z^2+(v^4+3*v^6+2*v^8)*z^4
10_54,[[2;16;3;15];[4;9;5;10];[6;11;7;12];[8;19;9;20];[10;5;11;6];[12;18;13;17];[14;2;15;1];[16;14;17;13];[18;7;19;8];[20;4;1;3]],2-6*t+10*t^2-11*t^3+10*t^4-6*t^5+2*t^6,-t^(-6)+ 2*t^(-5)-4*t^(-4)+ 6*t^(-3)-7*t^(-2)+ 8*t^(-1)-6+ 6*t-4*t^2+ 2*t^3-t^4,1+4*z^2+6*z^4+2*z^6,(2*a^(-2)+3-2*a^2-2*a^4)*z^(0)+(-4*a^(-3)-8*a^(-1)-5*a+a^3+a^5-a^7)*z^(1)+(-6*a^(-2)-7+5*a^2+5*a^4-a^6)*z^(2)+(8*a^(-3)+20*a^(-1)+17*a+2*a^3-2*a^5+a^7)*z^(3)+(12*a^(-2)+17-3*a^2-6*a^4+2*a^6)*z^(4)+(-5*a^(-3)-13*a^(-1)-18*a-7*a^3+3*a^5)*z^(5)+(-9*a^(-2)-18-5*a^2+4*a^4)*z^(6)+(a^(-3)+3*a+4*a^3)*z^(7)+(2*a^(-2)+5+3*a^2)*z^(8)+(a^(-1)+a)*z^(9),(-2*v^(-4)+2*v^(-2)+3-2*v^2)+(-3*v^(-4)+5*v^(-2)+5-3*v^2)*z^2+(-v^(-4)+4*v^(-2)+4-v^2)*z^4+(v^(-2)+1)*z^6
10_55,[[2;10;3;9];[4;18;5;17];[6;12;7;11];[8;2;9;1];[10;8;11;7];[12;6;13;5];[14;20;15;19];[16;14;17;13];[18;4;19;3];[20;16;1;15]],5-15*t+21*t^2-15*t^3+5*t^4,t^2-2*t^3+ 5*t^4-7*t^5+ 10*t^6-10*t^7+ 9*t^8-8*t^9+ 5*t^10-3*t^11+ t^12,1+5*z^2+5*z^4,(a^(-12)+3*a^(-10)+a^(-8)-a^(-6)+a^(-4))*z^(0)+(-3*a^(-13)-9*a^(-11)-4*a^(-9)+2*a^(-7))*z^(1)+(2*a^(-14)+a^(-12)-8*a^(-10)-3*a^(-8)+2*a^(-6)-2*a^(-4))*z^(2)+(9*a^(-13)+24*a^(-11)+15*a^(-9)-2*a^(-7)-2*a^(-5))*z^(3)+(-3*a^(-14)+a^(-12)+13*a^(-10)+5*a^(-8)-3*a^(-6)+a^(-4))*z^(4)+(-10*a^(-13)-23*a^(-11)-16*a^(-9)-a^(-7)+2*a^(-5))*z^(5)+(a^(-14)-7*a^(-12)-15*a^(-10)-4*a^(-8)+3*a^(-6))*z^(6)+(3*a^(-13)+5*a^(-11)+5*a^(-9)+3*a^(-7))*z^(7)+(3*a^(-12)+6*a^(-10)+3*a^(-8))*z^(8)+(a^(-11)+a^(-9))*z^(9),(v^4+v^6+v^8-3*v^10+v^12)+(2*v^4+3*v^6+3*v^8-3*v^10)*z^2+(v^4+2*v^6+2*v^8)*z^4
10_56,[[2;16;3;15];[4;10;5;9];[6;12;7;11];[8;17;9;18];[10;6;11;5];[12;20;13;19];[14;2;15;1];[16;14;17;13];[18;7;19;8];[20;4;1;3]],2-8*t+14*t^2-17*t^3+14*t^4-8*t^5+2*t^6,1-2*t+ 5*t^2-7*t^3+ 10*t^4-11*t^5+ 10*t^6-9*t^7+ 6*t^8-3*t^9+ t^10,1-4*z^4-2*z^6,(a^(-8)+2*a^(-6)-2*a^(-2))*z^(0)+(-4*a^(-9)-8*a^(-7)-4*a^(-5))*z^(1)+(-a^(-12)+2*a^(-10)-2*a^(-8)-7*a^(-6)+3*a^(-4)+5*a^(-2))*z^(2)+(-3*a^(-11)+11*a^(-9)+21*a^(-7)+11*a^(-5)+4*a^(-3))*z^(3)+(a^(-12)-6*a^(-10)+4*a^(-8)+12*a^(-6)-3*a^(-4)-4*a^(-2))*z^(4)+(3*a^(-11)-11*a^(-9)-21*a^(-7)-13*a^(-5)-6*a^(-3))*z^(5)+(5*a^(-10)-5*a^(-8)-14*a^(-6)-3*a^(-4)+a^(-2))*z^(6)+(6*a^(-9)+7*a^(-7)+3*a^(-5)+2*a^(-3))*z^(7)+(4*a^(-8)+6*a^(-6)+2*a^(-4))*z^(8)+(a^(-7)+a^(-5))*z^(9),(2*v^2-2*v^6+v^8)+(3*v^2-2*v^4-3*v^6+2*v^8)*z^2+(v^2-3*v^4-3*v^6+v^8)*z^4+(-v^4-v^6)*z^6
10_57,[[1;4;2;5];[3;16;4;17];[5;20;6;1];[7;13;8;12];[9;7;10;6];[11;18;12;19];[13;9;14;8];[15;2;16;3];[17;10;18;11];[19;14;20;15]],2-8*t+18*t^2-23*t^3+18*t^4-8*t^5+2*t^6,-t^(-8)+ 3*t^(-7)-7*t^(-6)+ 10*t^(-5)-12*t^(-4)+ 14*t^(-3)-12*t^(-2)+ 10*t^(-1)-6+ 3*t-t^2,1+4*z^2+4*z^4+2*z^6,(-1-2*a^2+2*a^4+2*a^6)*z^(0)+(a^(-1)+a-2*a^3-6*a^5-3*a^7+a^9)*z^(1)+(4+8*a^2-2*a^6+2*a^8)*z^(2)+(-2*a^(-1)+12*a^3+18*a^5+6*a^7-2*a^9)*z^(3)+(-6-11*a^2-a^4-a^6-5*a^8)*z^(4)+(a^(-1)-5*a-19*a^3-23*a^5-9*a^7+a^9)*z^(5)+(3+2*a^2-7*a^4-3*a^6+3*a^8)*z^(6)+(4*a+9*a^3+10*a^5+5*a^7)*z^(7)+(3*a^2+7*a^4+4*a^6)*z^(8)+(a^3+a^5)*z^(9),(-2*v^(-6)+2*v^(-4)+2*v^(-2)-1)+(-2*v^(-6)+4*v^(-4)+4*v^(-2)-2)*z^2+(-v^(-6)+3*v^(-4)+3*v^(-2)-1)*z^4+(v^(-4)+v^(-2))*z^6
10_58,[[2;15;3;16];[4;10;5;9];[6;13;7;14];[8;6;9;5];[10;20;11;19];[12;7;13;8];[14;18;15;17];[16;1;17;2];[18;12;19;11];[20;4;1;3]],3-16*t+27*t^2-16*t^3+3*t^4,t^(-4)-2*t^(-3)+ 5*t^(-2)-8*t^(-1)+ 10-11*t+ 10*t^2-8*t^3+ 6*t^4-3*t^5+ t^6,1-4*z^2+3*z^4,(-a^(-6)-2*a^(-4)-3*a^(-2)-2+a^4)*z^(0)+(-2*a^(-5)-4*a^(-3)-6*a^(-1)-4*a)*z^(1)+(3*a^(-6)+7*a^(-4)+10*a^(-2)+8-2*a^4)*z^(2)+(7*a^(-5)+18*a^(-3)+21*a^(-1)+8*a-2*a^3)*z^(3)+(-3*a^(-6)-5*a^(-4)-4*a^(-2)-5-2*a^2+a^4)*z^(4)+(-9*a^(-5)-23*a^(-3)-22*a^(-1)-6*a+2*a^3)*z^(5)+(a^(-6)-5*a^(-4)-10*a^(-2)-1+3*a^2)*z^(6)+(3*a^(-5)+6*a^(-3)+7*a^(-1)+4*a)*z^(7)+(3*a^(-4)+6*a^(-2)+3)*z^(8)+(a^(-3)+a^(-1))*z^(9),(v^(-4)-2+3*v^2-2*v^4+v^6)+(-2*v^(-2)-2+3*v^2-3*v^4)*z^2+(1+2*v^2)*z^4
10_59,[[1;4;2;5];[3;17;4;16];[5;20;6;1];[7;14;8;15];[9;7;10;6];[11;19;12;18];[13;8;14;9];[15;11;16;10];[17;3;18;2];[19;13;20;12]],1-7*t+18*t^2-23*t^3+18*t^4-7*t^5+t^6,t^(-3)-3*t^(-2)+ 6*t^(-1)-9+ 12*t-12*t^2+ 12*t^3-10*t^4+ 6*t^5-3*t^6+ t^7,1-z^2-z^4+z^6,(-a^(-6)-3*a^(-4)-4*a^(-2)-2-a^2)*z^(0)+(a^(-7)-4*a^(-3)-5*a^(-1)-2*a)*z^(1)+(-a^(-8)+3*a^(-6)+10*a^(-4)+11*a^(-2)+8+3*a^2)*z^(2)+(-3*a^(-7)+4*a^(-5)+20*a^(-3)+21*a^(-1)+8*a)*z^(3)+(a^(-8)-5*a^(-6)-11*a^(-4)-8*a^(-2)-6-3*a^2)*z^(4)+(3*a^(-7)-7*a^(-5)-28*a^(-3)-27*a^(-1)-9*a)*z^(5)+(5*a^(-6)+a^(-4)-9*a^(-2)-4+a^2)*z^(6)+(6*a^(-5)+11*a^(-3)+8*a^(-1)+3*a)*z^(7)+(4*a^(-4)+7*a^(-2)+3)*z^(8)+(a^(-3)+a^(-1))*z^(9),(v^(-2)-2+4*v^2-3*v^4+v^6)+(v^(-2)-4+5*v^2-4*v^4+v^6)*z^2+(-2+3*v^2-2*v^4)*z^4+v^2*z^6
