name,native notation,symmetry
10_155,a=X(b3 c0 c3 b0) b=X(a3 d0 e0 a0) c=X(a1 f0 g3 a2) d=X(b1 g2 h3 h2) e=X(b2 h1 i3 i2) f=X(c1 i1 j3 g0) g=X(f3 j2 d1 c2) h=X(j1 e1 d3 d2) i=X(j0 f1 e3 e2) j=X(i0 h0 g1 f2) ['name'='10_155'],reversible
10_156,a=X(b0 c0 c3 d3) b=X(a0 d2 e3 f0) c=X(a1 f3 g0 a2) d=X(h3 e0 b1 a3) e=X(d1 h2 i3 b2) f=X(b3 i2 i1 c1) g=X(c2 j0 j3 h0) h=X(g3 j2 e1 d0) i=X(j1 f2 f1 e2) j=X(g1 i0 h1 g2) ['name'='10_156'],reversible
10_157,a=X(b3 b2 c3 d0) b=X(e0 f3 a1 a0) c=X(f2 g3 d1 a2) d=X(a3 c2 h3 h2) e=X(b0 h1 i3 j0) f=X(j3 j2 c0 b1) g=X(i1 i0 h0 c1) h=X(g2 e1 d3 d2) i=X(g1 g0 j1 e2) j=X(e3 i2 f1 f0) ['name'='10_157'],reversible
10_158,a=X(b3 b2 c3 d0) b=X(e0 f3 a1 a0) c=X(f2 g3 d1 a2) d=X(a3 c2 g2 e1) e=X(b0 d3 h3 h2) f=X(i3 i2 c0 b1) g=X(j3 j2 d2 c1) h=X(j1 i0 e3 e2) i=X(h1 j0 f1 f0) j=X(i1 h0 g1 g0) ['name'='10_158'],reversible
10_159,a=X(b3 c0 c3 b0) b=X(a3 d3 e0 a0) c=X(a1 f3 g0 a2) d=X(g3 h0 e1 b1) e=X(b2 d2 h3 i0) f=X(i3 j0 g1 c1) g=X(c2 f2 j3 d0) h=X(d1 j2 i1 e2) i=X(e3 h2 j1 f0) j=X(f1 i2 h1 g2) ['name'='10_159'],reversible
10_160,a=X(b3 c0 c3 d0) b=X(d3 e0 f3 a0) c=X(a1 f2 g0 a2) d=X(a3 h3 e1 b0) e=X(b1 d2 h2 i0) f=X(i3 i2 c1 b2) g=X(c2 j0 j3 h0) h=X(g3 j2 e2 d1) i=X(e3 j1 f1 f0) j=X(g1 i1 h1 g2) ['name'='10_160'],reversible
10_161,a=X(b0 c3 d3 d2) b=X(a0 e3 f3 c0) c=X(b3 f2 g3 a1) d=X(g2 h0 a3 a2) e=X(h3 i0 f0 b1) f=X(e2 j0 c1 b2) g=X(j3 j2 d0 c2) h=X(d1 i2 i1 e0) i=X(e1 h2 h1 j1) j=X(f1 i3 g1 g0) ['name'='10_161'],reversible
10_162,a=X(b3 b2 c3 c2) b=X(d0 e0 a1 a0) c=X(f3 g0 a3 a2) d=X(b0 h3 i3 i2) e=X(b1 i1 j3 f0) f=X(e3 j2 g1 c0) g=X(c1 f2 h1 h0) h=X(g3 g2 j1 d1) i=X(j0 e1 d3 d2) j=X(i0 h2 f1 e2) ['name'='10_162'],reversible
10_163,a=X(b3 b2 c3 c2) b=X(d0 e3 a1 a0) c=X(f0 g3 a3 a2) d=X(b0 g2 h3 e0) e=X(d3 i0 f1 b1) f=X(c0 e2 i3 j0) g=X(j3 h0 d1 c1) h=X(g1 j2 i1 d2) i=X(e1 h2 j1 f2) j=X(f3 i2 h1 g0) ['name'='10_163'],reversible
10_164,a=X(b0 c3 d3 d2) b=X(a0 e3 f3 c0) c=X(b3 f2 g0 a1) d=X(h3 i0 a3 a2) e=X(i3 j0 f0 b1) f=X(e2 g1 c1 b2) g=X(c2 f1 j3 h0) h=X(g3 j2 i1 d0) i=X(d1 h2 j1 e0) j=X(e1 i2 h1 g2) ['name'='10_164'],reversible
10_165,a=X(b0 c3 d3 d2) b=X(a0 e0 f3 c0) c=X(b3 g0 h3 a1) d=X(h2 e1 a3 a2) e=X(b1 d1 i3 f0) f=X(e3 j0 j3 b2) g=X(c1 j2 i1 h0) h=X(g3 i0 d0 c2) i=X(h1 g2 j1 e2) j=X(f1 i2 g1 f2) ['name'='10_165'],reversible
