name,kauffman
12n_807,a**12*z**4 - a**12*z**2 + 4*a**11*z**5 - 4*a**11*z**3 - a**11*z + a**10*z**8 + a**10*z**6 - 3*a**10*z**2 + a**10 + a**9*z**9 + a**9*z**7 - 3*a**9*z**5 + 6*a**9*z**3 - 3*a**9*z + 5*a**8*z**8 - 12*a**8*z**6 + 18*a**8*z**4 - 13*a**8*z**2 + 4*a**8 + a**7*z**9 + 4*a**7*z**7 - 13*a**7*z**5 + 15*a**7*z**3 - 5*a**7*z + 4*a**6*z**8 - 13*a**6*z**6 + 25*a**6*z**4 - 24*a**6*z**2 + 7*a**6 + 3*a**5*z**7 - 6*a**5*z**5 + 5*a**5*z**3 - 3*a**5*z + 6*a**4*z**4 - 13*a**4*z**2 + 5*a**4
12n_808,a**9*z**5 - 2*a**9*z**3 + 3*a**8*z**6 - 7*a**8*z**4 + 2*a**8*z**2 + 4*a**7*z**7 - 11*a**7*z**5 + 7*a**7*z**3 - 2*a**7*z + 2*a**6*z**8 - 4*a**6*z**6 + 3*a**6*z**4 - 4*a**6*z**2 + 2*a**6 + 4*a**5*z**7 - 10*a**5*z**5 + 9*a**5*z**3 - 2*a**5*z + 2*a**4*z**8 - 11*a**4*z**6 + 27*a**4*z**4 - 22*a**4*z**2 + 6*a**4 + a**3*z**9 - 8*a**3*z**7 + 20*a**3*z**5 - 13*a**3*z**3 + 2*a**3*z + a**2*z**8 - 11*a**2*z**6 + 31*a**2*z**4 - 26*a**2*z**2 + 6*a**2 + a*z**9 - 8*a*z**7 + 18*a*z**5 - 13*a*z**3 + 2*a*z + z**8 - 7*z**6 + 14*z**4 - 10*z**2 + 3
12n_809,3*a**8*z**4 - 7*a**8*z**2 + a**8 + a**7*z**7 - a**7*z**5 - 4*a**7*z**3 + 2*a**7*z + a**6*z**8 - 4*a**6*z**6 + 8*a**6*z**4 - 9*a**6*z**2 + 2*a**6 + 2*a**5*z**7 - 8*a**5*z**5 + 10*a**5*z**3 - 2*a**5*z + 2*a**4*z**8 - 13*a**4*z**6 + 26*a**4*z**4 - 16*a**4*z**2 + 4*a**4 + a**3*z**9 - 6*a**3*z**7 + 6*a**3*z**5 + 8*a**3*z**3 - 6*a**3*z + 2*a**2*z**8 - 16*a**2*z**6 + 36*a**2*z**4 - 27*a**2*z**2 + 6*a**2 + a*z**9 - 7*a*z**7 + 13*a*z**5 - 6*a*z**3 - 2*a*z + z**8 - 7*z**6 + 15*z**4 - 13*z**2 + 4
12n_810,-a**4*z**2 + a**4 + a**3*z**7 - 3*a**3*z**5 + a**3*z + 5*a**2*z**8 - 23*a**2*z**6 + 29*a**2*z**4 - 15*a**2*z**2 + 3*a**2 + 6*a*z**9 - 28*a*z**7 + 36*a*z**5 - 18*a*z**3 + 3*a*z + 2*z**10 - 34*z**6 + 60*z**4 - 33*z**2 + 6 + 9*z**9/a - 44*z**7/a + 62*z**5/a - 31*z**3/a + 5*z/a + 2*z**10/a**2 - 4*z**8/a**2 - 16*z**6/a**2 + 40*z**4/a**2 - 26*z**2/a**2 + 5/a**2 + 3*z**9/a**3 - 15*z**7/a**3 + 23*z**5/a**3 - 13*z**3/a**3 + 3*z/a**3 + z**8/a**4 - 5*z**6/a**4 + 9*z**4/a**4 - 7*z**2/a**4 + 2/a**4
12n_811,3*a**9*z**5 - 6*a**9*z**3 + 2*a**9*z + a**8*z**8 + 2*a**8*z**6 - 9*a**8*z**4 + 4*a**8*z**2 + a**7*z**9 + 3*a**7*z**7 - 11*a**7*z**5 + 6*a**7*z**3 - 2*a**7*z + 6*a**6*z**8 - 12*a**6*z**6 + 7*a**6*z**4 - 6*a**6*z**2 + 3*a**6 + a**5*z**9 + 8*a**5*z**7 - 25*a**5*z**5 + 25*a**5*z**3 - 8*a**5*z + 5*a**4*z**8 - 13*a**4*z**6 + 22*a**4*z**4 - 17*a**4*z**2 + 5*a**4 + 5*a**3*z**7 - 11*a**3*z**5 + 16*a**3*z**3 - 6*a**3*z + a**2*z**6 + 6*a**2*z**4 - 7*a**2*z**2 + a**2 + 3*a*z**3 - 2*a*z
12n_812,a**6*z**6 - 3*a**6*z**4 + a**6*z**2 + 3*a**5*z**7 - 12*a**5*z**5 + 9*a**5*z**3 + 2*a**4*z**8 - 8*a**4*z**6 + 6*a**4*z**4 - 2*a**4*z**2 + 3*a**3*z**7 - 14*a**3*z**5 + 13*a**3*z**3 - 2*a**3*z + 2*a**2*z**8 - 13*a**2*z**6 + 22*a**2*z**4 - 14*a**2*z**2 + 2*a**2 + a*z**9 - 6*a*z**7 + 5*a*z**5 + 5*a*z**3 - 4*a*z + 2*z**8 - 15*z**6 + 28*z**4 - 18*z**2 + 5 + z**9/a - 5*z**7/a + 2*z**5/a + 7*z**3/a - 4*z/a + 2*z**8/a**2 - 11*z**6/a**2 + 15*z**4/a**2 - 7*z**2/a**2 + 2/a**2 + z**7/a**3 - 5*z**5/a**3 + 6*z**3/a**3 - 2*z/a**3
12n_813,3*a**2*z**2 - a**2 + 3*a*z**5 + a*z**3 - 2*a*z + 3*z**8 - 8*z**6 + 10*z**4 + 5*z**9/a - 18*z**7/a + 24*z**5/a - 9*z**3/a - 2*z/a + 2*z**10/a**2 + z**8/a**2 - 20*z**6/a**2 + 26*z**4/a**2 - 12*z**2/a**2 + 3/a**2 + 9*z**9/a**3 - 31*z**7/a**3 + 30*z**5/a**3 - 12*z**3/a**3 + 2*z**10/a**4 + z**8/a**4 - 23*z**6/a**4 + 28*z**4/a**4 - 15*z**2/a**4 + 5/a**4 + 4*z**9/a**5 - 12*z**7/a**5 + 5*z**5/a**5 + 3*z**3/a**5 - 2*z/a**5 + 3*z**8/a**6 - 11*z**6/a**6 + 12*z**4/a**6 - 6*z**2/a**6 + 2/a**6 + z**7/a**7 - 4*z**5/a**7 + 5*z**3/a**7 - 2*z/a**7
12n_814,a**11*z**7 - 3*a**11*z**5 + 3*a**11*z**3 - a**11*z + 4*a**10*z**8 - 14*a**10*z**6 + 14*a**10*z**4 - 4*a**10*z**2 + a**10 + 5*a**9*z**9 - 14*a**9*z**7 + 4*a**9*z**5 + 7*a**9*z**3 - a**9*z + 2*a**8*z**10 + 5*a**8*z**8 - 35*a**8*z**6 + 39*a**8*z**4 - 17*a**8*z**2 + 3*a**8 + 10*a**7*z**9 - 29*a**7*z**7 + 22*a**7*z**5 - 11*a**7*z**3 + 3*a**7*z + 2*a**6*z**10 + 4*a**6*z**8 - 24*a**6*z**6 + 26*a**6*z**4 - 15*a**6*z**2 + 2*a**6 + 5*a**5*z**9 - 14*a**5*z**7 + 21*a**5*z**5 - 18*a**5*z**3 + 5*a**5*z + 3*a**4*z**8 - 3*a**4*z**6 + a**4*z**4 + 5*a**4*z**2 - 2*a**4 + 6*a**3*z**5 - 3*a**3*z**3 + 2*a**3*z + 7*a**2*z**2 - 3*a**2
12n_815,a**6*z**6 - 4*a**6*z**4 + 3*a**6*z**2 + 2*a**5*z**7 - 9*a**5*z**5 + 8*a**5*z**3 - 2*a**5*z + a**4*z**8 - 5*a**4*z**6 + 5*a**4*z**4 - 5*a**4*z**2 + 2*a**4 + a**3*z**7 - 8*a**3*z**5 + 9*a**3*z**3 - 3*a**3*z + 3*a**2*z**8 - 21*a**2*z**6 + 37*a**2*z**4 - 23*a**2*z**2 + 4*a**2 + 2*a*z**9 - 11*a*z**7 + 10*a*z**5 + 4*a*z**3 - 3*a*z + 5*z**8 - 30*z**6 + 46*z**4 - 21*z**2 + 3 + 2*z**9/a - 9*z**7/a + 5*z**5/a + 6*z**3/a - 3*z/a + 3*z**8/a**2 - 15*z**6/a**2 + 18*z**4/a**2 - 6*z**2/a**2 + z**7/a**3 - 4*z**5/a**3 + 3*z**3/a**3 - z/a**3
12n_816,a**3*z**3 + 5*a**2*z**4 - 3*a**2*z**2 + 2*a*z**7 + 3*a*z**5 - 2*a*z**3 + 8*z**8 - 23*z**6 + 32*z**4 - 15*z**2 + 2 + 9*z**9/a - 27*z**7/a + 30*z**5/a - 12*z**3/a + z/a + 3*z**10/a**2 + 8*z**8/a**2 - 51*z**6/a**2 + 62*z**4/a**2 - 26*z**2/a**2 + 3/a**2 + 15*z**9/a**3 - 47*z**7/a**3 + 38*z**5/a**3 - 10*z**3/a**3 + z/a**3 + 3*z**10/a**4 + 4*z**8/a**4 - 41*z**6/a**4 + 48*z**4/a**4 - 20*z**2/a**4 + 3/a**4 + 6*z**9/a**5 - 17*z**7/a**5 + 8*z**5/a**5 + 2*z**3/a**5 - z/a**5 + 4*z**8/a**6 - 13*z**6/a**6 + 13*z**4/a**6 - 6*z**2/a**6 + a**(-6) + z**7/a**7 - 3*z**5/a**7 + 3*z**3/a**7 - z/a**7
12n_817,a**6*z**6 - 4*a**6*z**4 + 3*a**6*z**2 + 2*a**5*z**7 - 7*a**5*z**5 + 4*a**5*z**3 + 3*a**4*z**8 - 12*a**4*z**6 + 14*a**4*z**4 - 9*a**4*z**2 + 2*a**4 + 3*a**3*z**9 - 14*a**3*z**7 + 24*a**3*z**5 - 20*a**3*z**3 + 5*a**3*z + a**2*z**10 - a**2*z**8 - 9*a**2*z**6 + 22*a**2*z**4 - 15*a**2*z**2 + 2*a**2 + 4*a*z**9 - 20*a*z**7 + 38*a*z**5 - 27*a*z**3 + 7*a*z + z**10 - 4*z**8 + 7*z**6 - 4*z**4 + 5*z**2 - 1 + z**9/a - 4*z**7/a + 9*z**5/a - 7*z**3/a + 3*z/a + 3*z**6/a**2 - 7*z**4/a**2 + 6*z**2/a**2 - 2/a**2 + 2*z**5/a**3 - 4*z**3/a**3 + z/a**3 + z**4/a**4 - 2*z**2/a**4
12n_818,a**8*z**4 - a**8*z**2 + 3*a**7*z**5 - 2*a**7*z**3 + 6*a**6*z**6 - 7*a**6*z**4 + 5*a**6*z**2 - a**6 + 8*a**5*z**7 - 12*a**5*z**5 + 9*a**5*z**3 - a**5*z + 7*a**4*z**8 - 9*a**4*z**6 + 2*a**4*z**4 + 3*a**4*z**2 - a**4 + 4*a**3*z**9 - 2*a**3*z**7 - 3*a**3*z**5 - 3*a**3*z**3 + 3*a**3*z + a**2*z**10 + 6*a**2*z**8 - 14*a**2*z**6 + 3*a**2*z**4 + 2*a**2*z**2 - 2*a**2 + 5*a*z**9 - 11*a*z**7 + 9*a*z**5 - 11*a*z**3 + 4*a*z + z**10 - z**8 + 4*z**6 - 18*z**4 + 17*z**2 - 4 + z**9/a - z**7/a - 3*z**5/a + 3*z**3/a + 3*z**6/a**2 - 11*z**4/a**2 + 12*z**2/a**2 - 3/a**2
12n_819,a**9*z**5 - 2*a**9*z**3 + 3*a**8*z**6 - 5*a**8*z**4 + 6*a**7*z**7 - 13*a**7*z**5 + 10*a**7*z**3 - 3*a**7*z + 8*a**6*z**8 - 21*a**6*z**6 + 25*a**6*z**4 - 10*a**6*z**2 + a**6 + 6*a**5*z**9 - 12*a**5*z**7 + 10*a**5*z**5 + 2*a**5*z**3 - a**5*z + 2*a**4*z**10 + 5*a**4*z**8 - 20*a**4*z**6 + 25*a**4*z**4 - 8*a**4*z**2 + 9*a**3*z**9 - 25*a**3*z**7 + 37*a**3*z**5 - 28*a**3*z**3 + 7*a**3*z + 2*a**2*z**10 - 2*a**2*z**8 + 8*a**2*z**6 - 18*a**2*z**4 + 10*a**2*z**2 - 3*a**2 + 3*a*z**9 - 7*a*z**7 + 16*a*z**5 - 24*a*z**3 + 8*a*z + z**8 + 4*z**6 - 13*z**4 + 8*z**2 - 1 + 3*z**5/a - 6*z**3/a + 3*z/a
12n_820,3*z**6/a**6 - 11*z**4/a**6 + 11*z**2/a**6 - 3/a**6 + z**9/a**7 - z**7/a**7 - 3*z**5/a**7 + z**3/a**7 + z/a**7 + z**10/a**8 - 4*z**6/a**8 - z**4/a**8 + 4*z**2/a**8 - 1/a**8 + 5*z**9/a**9 - 10*z**7/a**9 - z**5/a**9 + 8*z**3/a**9 - 3*z/a**9 + z**10/a**10 + 7*z**8/a**10 - 22*z**6/a**10 + 18*z**4/a**10 - 6*z**2/a**10 + a**(-10) + 4*z**9/a**11 - z**7/a**11 - 10*z**5/a**11 + 9*z**3/a**11 - 2*z/a**11 + 7*z**8/a**12 - 8*z**6/a**12 + 2*z**2/a**12 + 8*z**7/a**13 - 8*z**5/a**13 - z**3/a**13 + 2*z/a**13 + 7*z**6/a**14 - 7*z**4/a**14 + z**2/a**14 + 4*z**5/a**15 - 3*z**3/a**15 + z**4/a**16
12n_821,a**4*z**8 - 6*a**4*z**6 + 11*a**4*z**4 - 6*a**4*z**2 + 2*a**3*z**9 - 12*a**3*z**7 + 22*a**3*z**5 - 13*a**3*z**3 + 2*a**3*z + a**2*z**10 - 4*a**2*z**8 + 2*a**2*z**6 + 2*a**2*z**4 + 4*a**2*z**2 - 3*a**2 + 3*a*z**9 - 15*a*z**7 + 22*a*z**5 - 12*a*z**3 + 3*a*z + z**10 - 5*z**8 + 13*z**6 - 26*z**4 + 22*z**2 - 5 + z**9/a - 3*z**7/a + 4*z**5/a - 8*z**3/a + 3*z/a + 5*z**6/a**2 - 14*z**4/a**2 + 9*z**2/a**2 - 3/a**2 + 4*z**5/a**3 - 7*z**3/a**3 + 2*z/a**3 + 3*z**4/a**4 - 2*z**2/a**4 + 2*z**3/a**5 + z**2/a**6
12n_822,a**10*z**6 - 4*a**10*z**4 + 4*a**10*z**2 + 2*a**9*z**7 - 7*a**9*z**5 + 6*a**9*z**3 - a**9*z + 2*a**8*z**8 - 5*a**8*z**6 + 2*a**8*z**4 - a**8*z**2 + 2*a**7*z**9 - 7*a**7*z**7 + 13*a**7*z**5 - 15*a**7*z**3 + 3*a**7*z + a**6*z**10 - 3*a**6*z**8 + 8*a**6*z**6 - 12*a**6*z**4 + 7*a**6*z**2 - 3*a**6 + 3*a**5*z**9 - 12*a**5*z**7 + 25*a**5*z**5 - 22*a**5*z**3 + 7*a**5*z + a**4*z**10 - 5*a**4*z**8 + 18*a**4*z**6 - 29*a**4*z**4 + 26*a**4*z**2 - 7*a**4 + a**3*z**9 - 3*a**3*z**7 + 7*a**3*z**5 - 4*a**3*z**3 + 3*a**3*z + 4*a**2*z**6 - 10*a**2*z**4 + 12*a**2*z**2 - 5*a**2 + 2*a*z**5 - 3*a*z**3 + z**4 - 2*z**2
12n_823,3*z**4/a**4 - 4*z**2/a**4 + a**(-4) + z**7/a**5 + 3*z**5/a**5 - 3*z**3/a**5 + 2*z**8/a**6 + 3*z**6/a**6 - 5*z**4/a**6 + 3*z**2/a**6 - 1/a**6 + 2*z**9/a**7 + 4*z**7/a**7 - 7*z**5/a**7 + 3*z**3/a**7 + z**10/a**8 + 6*z**8/a**8 - 9*z**6/a**8 + 3*z**4/a**8 + 6*z**9/a**9 - 3*z**7/a**9 - 15*z**5/a**9 + 18*z**3/a**9 - 6*z/a**9 + z**10/a**10 + 10*z**8/a**10 - 29*z**6/a**10 + 25*z**4/a**10 - 10*z**2/a**10 + a**(-10) + 4*z**9/a**11 - 2*z**7/a**11 - 16*z**5/a**11 + 19*z**3/a**11 - 6*z/a**11 + 6*z**8/a**12 - 16*z**6/a**12 + 12*z**4/a**12 - 3*z**2/a**12 + 4*z**7/a**13 - 11*z**5/a**13 + 7*z**3/a**13 + z**6/a**14 - 2*z**4/a**14
12n_824,a**6*z**6 - 3*a**6*z**4 + 2*a**6*z**2 + 3*a**5*z**7 - 9*a**5*z**5 + 5*a**5*z**3 + 4*a**4*z**8 - 12*a**4*z**6 + 9*a**4*z**4 - 5*a**4*z**2 + a**4 + 3*a**3*z**9 - 8*a**3*z**7 + 7*a**3*z**5 - 7*a**3*z**3 + 2*a**3*z + a**2*z**10 + a**2*z**8 - 8*a**2*z**6 + 8*a**2*z**4 - 2*a**2*z**2 - a**2 + 4*a*z**9 - 13*a*z**7 + 17*a*z**5 - 6*a*z**3 + z**10 - 3*z**8 + 9*z**6 - 14*z**4 + 16*z**2 - 4 + z**9/a - 2*z**7/a + 3*z**5/a + 3*z**3/a - 2*z/a + 4*z**6/a**2 - 9*z**4/a**2 + 9*z**2/a**2 - 3/a**2 + 2*z**5/a**3 - 3*z**3/a**3 + z**4/a**4 - 2*z**2/a**4
12n_825,a**8*z**8 - 6*a**8*z**6 + 12*a**8*z**4 - 8*a**8*z**2 + 2*a**7*z**9 - 11*a**7*z**7 + 19*a**7*z**5 - 12*a**7*z**3 + 3*a**7*z + a**6*z**10 - 2*a**6*z**8 - 7*a**6*z**6 + 14*a**6*z**4 - 2*a**6*z**2 - 2*a**6 + 4*a**5*z**9 - 17*a**5*z**7 + 17*a**5*z**5 - 3*a**5*z**3 + 2*a**5*z + a**4*z**10 - a**4*z**8 - 6*a**4*z**6 + a**4*z**4 + 8*a**4*z**2 - 3*a**4 + 2*a**3*z**9 - 5*a**3*z**7 - 2*a**3*z**5 + 5*a**3*z**3 - 2*a**3*z + 2*a**2*z**8 - 5*a**2*z**6 + 3*a**2*z**4 - 4*a**2*z**2 + a*z**7 - 2*a*z**3 - a*z + 4*z**4 - 5*z**2 + 2 + 2*z**3/a + z**2/a**2
12n_826,a**10*z**6 - 3*a**10*z**4 + 2*a**10*z**2 + 3*a**9*z**7 - 8*a**9*z**5 + 4*a**9*z**3 + 5*a**8*z**8 - 14*a**8*z**6 + 12*a**8*z**4 - 7*a**8*z**2 + a**8 + 5*a**7*z**9 - 14*a**7*z**7 + 17*a**7*z**5 - 16*a**7*z**3 + 6*a**7*z + 2*a**6*z**10 + 2*a**6*z**8 - 16*a**6*z**6 + 21*a**6*z**4 - 11*a**6*z**2 + a**6 + 9*a**5*z**9 - 28*a**5*z**7 + 40*a**5*z**5 - 27*a**5*z**3 + 9*a**5*z + 2*a**4*z**10 - 5*a**4*z**6 + 10*a**4*z**4 - 4*a**4*z**2 + 4*a**3*z**9 - 10*a**3*z**7 + 18*a**3*z**5 - 12*a**3*z**3 + 3*a**3*z + 3*a**2*z**8 - 4*a**2*z**6 + 7*a**2*z**4 - 7*a**2*z**2 + a**2 + a*z**7 + 3*a*z**5 - 5*a*z**3 + 3*z**4 - 5*z**2 + 2
12n_827,3*a**8*z**4 - 3*a**8*z**2 + a**7*z**7 + 5*a**7*z**5 - 7*a**7*z**3 + 2*a**7*z + 3*a**6*z**8 + a**6*z**6 - 3*a**6*z**4 + 2*a**6*z**2 - a**6 + 4*a**5*z**9 - 4*a**5*z**7 + 7*a**5*z**5 - 6*a**5*z**3 + 2*a**5*z + 2*a**4*z**10 + 4*a**4*z**8 - 7*a**4*z**6 + 4*a**4*z**2 - a**4 + 10*a**3*z**9 - 19*a**3*z**7 + 12*a**3*z**5 - 3*a**3*z**3 + 2*a**2*z**10 + 8*a**2*z**8 - 26*a**2*z**6 + 19*a**2*z**4 - 6*a**2*z**2 + a**2 + 6*a*z**9 - 10*a*z**7 + a*z**5 + 7*z**8 - 17*z**6 + 11*z**4 - 4*z**2 + 2 + 4*z**7/a - 9*z**5/a + 4*z**3/a + z**6/a**2 - 2*z**4/a**2 + z**2/a**2
12n_828,a**6*z**6 - 3*a**6*z**4 + 2*a**6*z**2 + 3*a**5*z**7 - 8*a**5*z**5 + 5*a**5*z**3 + 5*a**4*z**8 - 13*a**4*z**6 + 11*a**4*z**4 - 5*a**4*z**2 + a**4 + 5*a**3*z**9 - 12*a**3*z**7 + 14*a**3*z**5 - 13*a**3*z**3 + 4*a**3*z + 2*a**2*z**10 + 3*a**2*z**8 - 12*a**2*z**6 + 9*a**2*z**4 - 4*a**2*z**2 + 9*a*z**9 - 22*a*z**7 + 30*a*z**5 - 25*a*z**3 + 7*a*z + 2*z**10 + z**8 + 3*z**6 - 13*z**4 + 11*z**2 - 2 + 4*z**9/a - 6*z**7/a + 13*z**5/a - 14*z**3/a + 5*z/a + 3*z**8/a**2 + z**6/a**2 - 5*z**4/a**2 + 5*z**2/a**2 - 2/a**2 + z**7/a**3 + 5*z**5/a**3 - 7*z**3/a**3 + 2*z/a**3 + 3*z**4/a**4 - 3*z**2/a**4
12n_829,z**4 + 4*z**5/a - 3*z**3/a + 8*z**6/a**2 - 10*z**4/a**2 + 3*z**2/a**2 + z**9/a**3 + 3*z**7/a**3 - z**5/a**3 - z**3/a**3 - z/a**3 + z**10/a**4 + z**8/a**4 + 4*z**6/a**4 - 7*z**4/a**4 - z**2/a**4 + 3/a**4 + 5*z**9/a**5 - 6*z**7/a**5 - 3*z**5/a**5 + 9*z**3/a**5 - 5*z/a**5 + z**10/a**6 + 7*z**8/a**6 - 22*z**6/a**6 + 18*z**4/a**6 - 6*z**2/a**6 + 2/a**6 + 4*z**9/a**7 - 5*z**7/a**7 - 9*z**5/a**7 + 13*z**3/a**7 - 4*z/a**7 + 6*z**8/a**8 - 17*z**6/a**8 + 12*z**4/a**8 - 2*z**2/a**8 + 4*z**7/a**9 - 11*z**5/a**9 + 6*z**3/a**9 + z**6/a**10 - 2*z**4/a**10
12n_830,a**14*z**6 - 4*a**14*z**4 + 3*a**14*z**2 + 2*a**13*z**7 - 9*a**13*z**5 + 10*a**13*z**3 - 2*a**13*z + a**12*z**8 - 3*a**12*z**6 + 2*a**12*z**2 + 2*a**11*z**7 - 7*a**11*z**5 + 6*a**11*z**3 - 2*a**11*z + 2*a**10*z**6 - 5*a**10*z**4 + 3*a**10*z**2 - 2*a**10 - a**9*z**7 + 8*a**9*z**5 - 14*a**9*z**3 + 6*a**9*z - a**8*z**8 + 7*a**8*z**6 - 16*a**8*z**4 + 18*a**8*z**2 - 7*a**8 - a**7*z**7 + 6*a**7*z**5 - 10*a**7*z**3 + 6*a**7*z + a**6*z**6 - 7*a**6*z**4 + 14*a**6*z**2 - 6*a**6
12n_831,a**10*z**6 - 2*a**10*z**4 + a**10*z**2 + 4*a**9*z**7 - 10*a**9*z**5 + 6*a**9*z**3 - a**9*z + 6*a**8*z**8 - 14*a**8*z**6 + 6*a**8*z**4 + a**8*z**2 + 4*a**7*z**9 - 2*a**7*z**7 - 14*a**7*z**5 + 13*a**7*z**3 - 3*a**7*z + a**6*z**10 + 8*a**6*z**8 - 18*a**6*z**6 + 4*a**6*z**4 + 3*a**6*z**2 + 5*a**5*z**9 - a**5*z**7 - 13*a**5*z**5 + 11*a**5*z**3 - 2*a**5*z + a**4*z**10 + 2*a**4*z**8 + 6*a**4*z**6 - 16*a**4*z**4 + 8*a**4*z**2 - a**4 + a**3*z**9 + 5*a**3*z**7 - 5*a**3*z**5 + 2*a**3*z**3 + 9*a**2*z**6 - 11*a**2*z**4 + 5*a**2*z**2 - 2*a**2 + 4*a*z**5 - 2*a*z**3 + z**4
12n_832,3*z**6/a**2 - 9*z**4/a**2 + 7*z**2/a**2 - 2/a**2 + z**9/a**3 + z**7/a**3 - 10*z**5/a**3 + 10*z**3/a**3 - 2*z/a**3 + z**10/a**4 + 2*z**8/a**4 - 8*z**6/a**4 - z**4/a**4 + 7*z**2/a**4 - 2/a**4 + 6*z**9/a**5 - 8*z**7/a**5 - 13*z**5/a**5 + 20*z**3/a**5 - 6*z/a**5 + z**10/a**6 + 12*z**8/a**6 - 34*z**6/a**6 + 23*z**4/a**6 - 2*z**2/a**6 - 2/a**6 + 5*z**9/a**7 + 2*z**7/a**7 - 22*z**5/a**7 + 18*z**3/a**7 - 4*z/a**7 + 10*z**8/a**8 - 15*z**6/a**8 + 7*z**4/a**8 - z**2/a**8 - 1/a**8 + 11*z**7/a**9 - 15*z**5/a**9 + 6*z**3/a**9 + 8*z**6/a**10 - 7*z**4/a**10 + z**2/a**10 + 4*z**5/a**11 - 2*z**3/a**11 + z**4/a**12
12n_833,a**3*z**7 - 4*a**3*z**5 + 5*a**3*z**3 - 2*a**3*z + 3*a**2*z**8 - 11*a**2*z**6 + 12*a**2*z**4 - 4*a**2*z**2 + a**2 + 4*a*z**9 - 12*a*z**7 + 7*a*z**5 + 2*a*z**3 + 2*z**10 + z**8 - 17*z**6 + 15*z**4 - 2*z**2 - 1 + 9*z**9/a - 25*z**7/a + 22*z**5/a - 18*z**3/a + 8*z/a + 2*z**10/a**2 + 3*z**8/a**2 - 11*z**6/a**2 - 4*z**4/a**2 + 11*z**2/a**2 - 7/a**2 + 5*z**9/a**3 - 9*z**7/a**3 + 13*z**5/a**3 - 21*z**3/a**3 + 11*z/a**3 + 5*z**8/a**4 - 4*z**6/a**4 - 3*z**4/a**4 + 8*z**2/a**4 - 4/a**4 + 3*z**7/a**5 + 2*z**5/a**5 - 3*z**3/a**5 + 3*z/a**5 + z**6/a**6 + 4*z**4/a**6 - z**2/a**6 + 3*z**3/a**7 - 2*z/a**7
12n_834,a**12*z**4 - a**12*z**2 + 5*a**11*z**5 - 4*a**11*z**3 + 2*a**10*z**8 + 4*a**10*z**4 - 4*a**10*z**2 + 4*a**9*z**9 - 9*a**9*z**7 + 19*a**9*z**5 - 14*a**9*z**3 + 4*a**9*z + 2*a**8*z**10 + 3*a**8*z**8 - 11*a**8*z**6 + 14*a**8*z**4 - 4*a**8*z**2 - a**8 + 10*a**7*z**9 - 23*a**7*z**7 + 23*a**7*z**5 - 14*a**7*z**3 + 4*a**7*z + 2*a**6*z**10 + 8*a**6*z**8 - 29*a**6*z**6 + 24*a**6*z**4 - 7*a**6*z**2 + 6*a**5*z**9 - 10*a**5*z**7 + 7*a**4*z**8 - 17*a**4*z**6 + 11*a**4*z**4 - 5*a**4*z**2 + 2*a**4 + 4*a**3*z**7 - 9*a**3*z**5 + 4*a**3*z**3 + a**2*z**6 - 2*a**2*z**4 + a**2*z**2
12n_835,3*a**3*z**3 - 4*a**3*z + a**2*z**6 - 3*a**2*z**2 + 2*a**2 + a*z**7 - 3*a*z**5 + 7*a*z**3 - 5*a*z + z**6 - z**2 + 2 + z**9/a - 8*z**7/a + 21*z**5/a - 18*z**3/a + 5*z/a + z**10/a**2 - 8*z**8/a**2 + 20*z**6/a**2 - 19*z**4/a**2 + 10*z**2/a**2 - 4/a**2 + 2*z**9/a**3 - 17*z**7/a**3 + 45*z**5/a**3 - 44*z**3/a**3 + 14*z/a**3 + z**10/a**4 - 8*z**8/a**4 + 20*z**6/a**4 - 19*z**4/a**4 + 8*z**2/a**4 - 3/a**4 + z**9/a**5 - 8*z**7/a**5 + 21*z**5/a**5 - 22*z**3/a**5 + 8*z/a**5
12n_836,a**14*z**6 - 2*a**14*z**4 + a**14*z**2 + 4*a**13*z**7 - 9*a**13*z**5 + 5*a**13*z**3 - a**13*z + 7*a**12*z**8 - 16*a**12*z**6 + 8*a**12*z**4 - 2*a**12*z**2 + 6*a**11*z**9 - 9*a**11*z**7 - 3*a**11*z**5 + 3*a**11*z**3 + 2*a**10*z**10 + 8*a**10*z**8 - 26*a**10*z**6 + 17*a**10*z**4 - 3*a**10*z**2 - a**10 + 10*a**9*z**9 - 20*a**9*z**7 + 14*a**9*z**5 - 7*a**9*z**3 + 5*a**9*z + 2*a**8*z**10 + 4*a**8*z**8 - 11*a**8*z**6 + 8*a**8*z**4 + 3*a**8*z**2 - 3*a**8 + 4*a**7*z**9 - 6*a**7*z**7 + 11*a**7*z**5 - 8*a**7*z**3 + 3*a**7*z + 3*a**6*z**8 - 2*a**6*z**6 + 4*a**6*z**4 - 2*a**6*z**2 - a**6 + a**5*z**7 + 3*a**5*z**5 - 3*a**5*z**3 - a**5*z + 3*a**4*z**4 - 5*a**4*z**2 + 2*a**4
